source,target,maxflow,degree_centrality,link_type,closeness_centrality,eigenvector_centrality,id,length,betweenness_centrality,link_category,katz_centrality
W_JIN427,W_JVN1425,0.0360590730977711,0.0038071065989847713,Water,0.00045042505509970655,-8.111035462099913e-19,W_PMA974,181.472,0.47773997405598884,Water pipe,-0.02073063619808836
W_JIN431,W_JVN1426,0.0360590730977711,0.0038071065989847713,Water,0.0004526859823042953,5.299653951696124e-18,W_PMA975,26.406,0.47827591423669563,Water pipe,0.012542788381217924
W_JIN431,W_JIN1427,0.0360330483917523,0.004441624365482233,Water,0.0004530381968867038,-1.6562636716498848e-18,W_PMA976,6.435,0.4790677537829651,Water pipe,-0.019053532347384668
W_JIN435,W_JIN1427,0.0290931961860138,0.004441624365482233,Water,0.000454766288523,7.952528775143218e-18,W_PMA977,166.998,0.48184723934476886,Water pipe,-0.01722204930815288
W_JIN435,W_JVN1428,0.0290541591269855,0.0038071065989847713,Water,0.0004566844655127056,1.6695817267376986e-17,W_PMA978,26.275,0.48257148283221046,Water pipe,0.020813053910220494
W_JIN1430,W_JVN1432,0.0290281344209665,0.0038071065989847713,Water,0.0004605037823127979,1.3118884324501156e-17,W_PMA980,35.121,0.48397651519784723,Water pipe,0.0022579806764321773
W_JIN1430,W_JIN1507,0.0290541591269855,0.0038071065989847713,Water,0.00045982352822435916,1.9305898537068198e-17,W_PMA1037,35.198,0.48328124144990325,Water pipe,-0.010178576985044072
W_JIN441,W_JVN1439,0.0289327104975057,0.0038071065989847713,Water,0.00047304818689091686,9.009329924507975e-18,W_PMA987,78.658,0.4880435447373249,Water pipe,-0.01922152489130633
W_JIN441,W_JIN1509,0.0288980108887849,0.004441624365482233,Water,0.0004741075749814266,1.1908838153256226e-17,W_PMA988,43.026,0.48863259610711074,Water pipe,-0.006886999535748163
W_JIN447,W_JVN1437,0.0289587352035258,0.0038071065989847713,Water,0.0004695933310297969,-4.597083193978798e-18,W_PMA985,93.013,0.4870296038549067,Water pipe,-0.009200318267217313
W_JIN447,W_JVN1438,0.0289327104975057,0.0038071065989847713,Water,0.00047138706121609944,-5.058155778009586e-18,W_PMA986,108.23,0.4876427966742739,Water pipe,-0.015920914981827277
W_JIN449,W_JVN1436,0.0289587352035258,0.0038071065989847713,Water,0.00046798449756047173,6.01483443919848e-18,W_PMA984,83.16,0.4866127614921347,Water pipe,-0.013756657567219045
W_JIN449,W_JIN1508,0.028989097361937,0.004441624365482233,Water,0.0004670339205362655,-1.7028013472439732e-18,W_PMA1038,21.273,0.4859754272231861,Water pipe,-0.008930355784023602
W_JIN455,W_JVN1433,0.0290281344209665,0.0038071065989847713,Water,0.0004623033752955396,3.951139639127062e-18,W_PMA981,151.655,0.4844319838799494,Water pipe,-0.022502798380678042
W_JIN455,W_JVN1434,0.028989097361937,0.0038071065989847713,Water,0.0004641922912351842,5.522742775565362e-18,W_PMA982,47.252,0.4851031161783119,Water pipe,0.014556942307773947
W_JIN457,W_JIN1500,0.01777572405163,0.004441624365482233,Water,0.0004124448356374895,-1.350833809983706e-16,W_PMA1030,43.676,0.005063266692202955,Water pipe,-0.012004854579155165
W_JIN461,W_JVN820,0.0055559667607564,0.0031725888324873096,Water,0.0002979423618396166,-5.983739777462548e-18,W_PMA462,34.024,0.03367732216603523,Water pipe,0.007815188279940263
W_JIN461,W_JIN1518,0.0055992307585442,0.0038071065989847713,Water,0.0002991549907441984,-5.762814349469294e-18,W_PMA463,22.396,0.0361252651535879,Water pipe,0.029168372538271908
W_JIN463,W_JVN822,0.0056434033875786,0.0031725888324873096,Water,0.0003045925010166998,2.6030323484425355e-18,W_PMA465,174.04,0.04100183796902813,Water pipe,-0.014255411136940975
W_JIN463,W_JIN1518,0.0055992307585442,0.0038071065989847713,Water,0.0003001804234588119,9.542337881118368e-18,W_PMA1048,25.051,0.0385667704212522,Water pipe,0.03272263407547832
W_JIN917,W_JIN467,0.0001419529419091,0.005076142131979695,Water,0.00035963910640050676,4.4378195355006375e-18,W_PMA542,126.76,0.010100782504852432,Water pipe,-0.009546453352577262
W_JIN917,W_JVN918,7.097647095441298e-05,0.0038071065989847713,Water,0.00035527205902111515,1.6230559329930028e-18,W_PMA543,9.81,0.006325059790323463,Water pipe,0.023057724653492505
W_JIN467,W_JIN916,0.0002129294128642,0.005076142131979695,Water,0.00036588374065021147,8.330867253625987e-18,W_PMA541,66.182,0.013862020349632567,Water pipe,-0.024540504643448056
W_JIN915,W_JIN914,9.463529082075462e-05,0.004441624365482233,Water,0.0002597015972545374,1.887795016729266e-17,W_PMA539,133.9,0.003799864164110355,Water pipe,-0.011927771774543138
W_JIN914,W_JVN913,0.0001656117617753,0.0038071065989847713,Water,0.0002621490341202235,6.893305081266527e-18,W_PMA538,11.55,0.007585243458471878,Water pipe,0.02115831841010254
W_JIN911,W_JIN1513,0.0002839058838185,0.004441624365482233,Water,0.0002680551972827063,1.7927013780415865e-18,W_PMA536,71.233,0.013862020349632567,Water pipe,-0.014279963209413906
W_JIN911,W_JVN912,0.0001656117617753,0.0038071065989847713,Water,0.00026458662387020764,-3.246290961156664e-18,W_PMA537,127.27,0.010100782504852432,Water pipe,-0.014302079946459339
W_JIN908,W_JVN907,0.0004454430740599,0.005076142131979695,Water,0.0002762971657448147,-4.582421516356408e-18,W_PMA534,209.6,0.022581911938429646,Water pipe,-0.00849900436719538
W_JIN908,W_JVN909,0.0002839058838185,0.004441624365482233,Water,0.00027139839353660343,-9.09874347382138e-18,W_PMA535,54.67,0.018854472123063452,Water pipe,-0.015255549903731506
W_JIN485,W_JVN834,0.0005908199748707,0.0031725888324873096,Water,0.0002888630683095651,-4.098041274768244e-18,W_PMA474,140.441,0.03245093652730076,Water pipe,-0.01067702198356736
W_JIN485,W_JIN1512,0.0005450795843071,0.0038071065989847713,Water,0.0002846836413716707,-8.89212809926782e-18,W_PMA960,68.417,0.029993336959915535,Water pipe,-0.008270449487349747
W_JIN832,W_JIN489,0.0006627165141969,0.004441624365482233,Water,0.0002946093077644634,-3.754135803311735e-18,W_PMA472,136.271,0.0385667704212522,Water pipe,-0.012022807031721736
W_JIN832,W_JVN833,0.0005908199748707,0.0038071065989847713,Water,0.00029173999516968066,-1.6494084966980976e-18,W_PMA473,1.321,0.034902098374797616,Water pipe,0.030344477767116827
W_JIN489,W_JIN1534,0.000685586712223,0.0031725888324873096,Water,0.00029908346690967716,1.2489712626267742e-17,W_PMA1063,76.119,0.04100183796902813,Water pipe,-0.0012831266821998685
W_JIN896,W_JVN895,0.0001419529475897,0.0038071065989847713,Water,0.00034079615439566236,3.683559856609891e-18,W_PMA523,11.63,0.008843817696648201,Water pipe,0.025421774646850814
W_JIN896,W_JIN897,4.73176510893887e-05,0.004441624365482233,Water,0.00033655334721152685,1.005749833577823e-17,W_PMA524,138.64,0.005063266692202955,Water pipe,-0.008608718362538507
W_JIN897,W_JIN898,2.365882554469435e-05,0.0031725888324873096,Water,0.00033258711645247263,4.217509313484349e-18,W_PMA525,2.113,0.0025348522060456625,Water pipe,-0.009056610563954914
W_JIN502,W_JIN904,9.716183380737138e-06,0.0038071065989847713,Water,0.0002733490853629576,-1.4298096977934768e-18,W_PMA530,114.826,0.016361465096292195,Water pipe,-0.01019386811284822
W_JIN502,W_JIN504,0.0054592064642863,0.0038071065989847713,Water,0.00027611365741751,-6.3879041559795255e-18,W_PMA531,34.945,0.018854472123063452,Water pipe,-0.010636389263721206
W_JIN504,W_JVN905,0.0054890717225778,0.0031725888324873096,Water,0.000277770266719732,-6.362772134160414e-18,W_PMA532,53.102,0.02134104142994634,Water pipe,0.0003168143560321364
W_JIN904,W_JVN903,0.0,0.0031725888324873096,Water,0.00027067066818637936,-3.1002340390082838e-18,W_PMA529,31.41,0.013862020349632567,Water pipe,0.012980267257548661
W_JIN508,W_JVN906,0.0054890717225778,0.0031725888324873096,Water,0.00028057003126738474,-3.495294088963149e-18,W_PMA533,90.343,0.02382117301694086,Water pipe,-0.0027460131743052892
W_JIN508,W_JIN510,0.0055098338041715,0.0038071065989847713,Water,0.0002852638103855624,-3.108262958656705e-18,W_PMA955,149.282,0.026294866884047006,Water pipe,-0.008223551667670165
W_JIN510,W_JVN817,0.0055559667607564,0.0031725888324873096,Water,0.0002886830397644034,1.221530143325977e-18,W_PMA460,22.806,0.028762123031264786,Water pipe,0.021945706347884338
W_JIN512,W_JVN823,0.0056434033875786,0.0038071065989847713,Water,0.0003099319069063963,-2.5743526867708047e-17,W_PMA466,60.33,0.04343046779691569,Water pipe,0.0059039261738218565
W_JIN512,W_JIN835,0.0057240077988954,0.005710659898477157,Water,0.00031521324156697146,3.6108676728297227e-17,W_PMA958,164.707,0.04706134181395633,Water pipe,-0.010498130270562235
W_JIN824,W_JIN825,0.000408969052244,0.0038071065989847713,Water,0.00028142848553205414,5.7317786461576305e-18,W_PMA467,33.16,0.03245093652730076,Water pipe,-0.009095414955650413
W_JIN824,W_JIN875,0.0004521761951243,0.0038071065989847713,Water,0.0002845974697818496,1.2476979467768481e-17,W_PMA956,129.66,0.034902098374797616,Water pipe,-0.008470700814741348
W_JIN831,W_JVN830,0.0003334623567672,0.0031725888324873096,Water,0.00027183952533487874,1.3443755700519095e-17,W_PMA471,2.47,0.022581911938429646,Water pipe,0.030198696444172127
W_JIN831,W_JIN876,0.0002863155769708,0.0038071065989847713,Water,0.000270234453765288,1.70977761967087e-17,W_PMA957,87.191,0.020098561491490943,Water pipe,0.006225462431956274
W_JIN877,W_JIN876,0.0002863155769708,0.0038071065989847713,Water,0.0002679176907418303,-2.0952892364029463e-18,W_PMA509,42.881,0.01760877332466387,Water pipe,0.005919916508129329
W_JIN877,W_JIN878,0.0002224367531113,0.0038071065989847713,Water,0.00026550747367813817,-1.2547264198740273e-17,W_PMA510,95.24,0.015112547437948426,Water pipe,-0.012784856091153603
W_JIN878,W_JVN879,0.0002117902841714,0.0031725888324873096,Water,0.00026346234308249975,-9.346606033532856e-18,W_PMA511,22.82,0.012609883831344613,Water pipe,0.015263367603984637
W_JIN881,W_JVN880,0.0002117902841714,0.0031725888324873096,Water,0.0002616797404617965,-1.4417208429187957e-17,W_PMA512,81.533,0.010100782504852432,Water pipe,-0.005571853261032897
W_JIN881,W_JIN882,0.000183750196872,0.0038071065989847713,Water,0.00025952919055048207,-1.1434164046474117e-17,W_PMA513,45.936,0.007585243458471878,Water pipe,-0.008000974101348235
W_JIN883,W_JIN882,3.548823547732526e-05,0.0038071065989847713,Water,0.00025798644839835423,-3.888479224517081e-18,W_PMA514,46.763,0.005063266692202955,Water pipe,-0.008646541387287694
W_JIN883,W_JVN884,0.0,0.0031725888324873096,Water,0.00025670765906463046,-3.8059710534535114e-18,W_PMA515,30.66,0.0025348522060456625,Water pipe,0.0179290497754992
W_JIN828,W_JVN827,0.0003975339559755,0.0031725888324873096,Water,0.0002764584657438061,-4.9869662738014385e-18,W_PMA469,210.58,0.027529299672641942,Water pipe,-0.013234990186045405
W_JIN828,W_JVN829,0.0003334623567672,0.0031725888324873096,Water,0.00027222434271116256,2.2879240250251144e-18,W_PMA470,17.77,0.02505882466547998,Water pipe,0.03161680690035418
W_JIN825,W_JVN826,0.0003975339559755,0.0031725888324873096,Water,0.00028059073618187875,1.827702917326596e-18,W_PMA468,10.6,0.029993336959915535,Water pipe,0.026212159696289754
W_JIN875,W_JVN874,0.0005184173962063,0.0031725888324873096,Water,0.00028880707404222957,1.1796059426849496e-17,W_PMA508,83.501,0.0373468225024061,Water pipe,-0.00103619187234353
W_JIN872,W_JVN871,0.0005412875942319,0.0031725888324873096,Water,0.0002943546717664157,3.2508111623702264e-18,W_PMA506,21.94,0.04221695759795795,Water pipe,0.021112019180683443
W_JIN872,W_JVN873,0.0005184173962063,0.0031725888324873096,Water,0.00029221183395912237,5.429111922536383e-19,W_PMA507,82.36,0.03978510891012621,Water pipe,-0.00880648048568518
W_JIN890,W_JIN891,3.5488235478275005e-05,0.004441624365482233,Water,0.0003221532722652206,6.5327928784773665e-18,W_PMA520,151.09,0.003799864164110355,Water pipe,-0.007438090674069874
W_JIN891,W_JIN892,0.0001419529419127,0.005076142131979695,Water,0.00032952591762942546,9.347112231905943e-18,W_PMA521,128.57,0.007585243458471878,Water pipe,-0.008785650765437416
W_JIN1050,W_JIN1049,0.000106464706429,0.0038071065989847713,Water,0.00034930825864828703,-3.051409773644909e-18,W_PMA664,80.57,0.003799864164110355,Water pipe,-0.011180703169588822
W_JIN1048,W_JIN1047,0.0002365882327246,0.005076142131979695,Water,0.00036063798560347646,-1.0685215858014436e-18,W_PMA662,136.55,0.010100782504852432,Water pipe,-0.011822010310766061
W_JIN1048,W_JIN1049,0.0001182941163618,0.004441624365482233,Water,0.00035399951789905244,1.2118932621747157e-17,W_PMA663,71.96,0.006325059790323463,Water pipe,-0.009733698965078287
W_JIN1047,W_JVN1046,0.0002720764682016,0.0038071065989847713,Water,0.0003657579957946173,-1.2553822298768893e-17,W_PMA661,21.91,0.013862020349632567,Water pipe,0.01168771298652906
W_JIN920,W_JVN919,7.097647095441298e-05,0.0031725888324873096,Water,0.0003510894938965956,3.382053881922694e-19,W_PMA544,124.46,0.003799864164110355,Water pipe,-0.019057124452373887
W_JIN1036,W_JVN1035,0.0,0.0038071065989847713,Water,0.0003318298617175883,-3.0595797283975914e-19,W_PMA652,44.657,0.007585243458471878,Water pipe,0.008821888717095432
W_JIN1036,W_JIN1037,0.0001064647064312,0.005076142131979695,Water,0.00033682173367516,-1.0598614980425204e-17,W_PMA653,134.431,0.01135613788308457,Water pipe,-0.008310879618610397
W_JIN1038,W_JIN1037,0.0004077203956481,0.005076142131979695,Water,0.0003451539777986778,-4.07977610512985e-18,W_PMA654,155.44,0.015112547437948426,Water pipe,-0.007928726658058391
W_JIN1038,W_JIN1039,0.000478696866603,0.005710659898477157,Water,0.0003512613554272449,8.540144406945233e-18,W_PMA655,51.07,0.018854472123063452,Water pipe,-0.006356984870332421
W_JIN893,W_JVN894,0.0001419529475897,0.0038071065989847713,Water,0.0003449660214738558,-1.086263194762749e-17,W_PMA522,128.72,0.01135613788308457,Water pipe,-0.02105101704470163
W_JIN893,W_JVN1043,0.0001892705930007,0.0038071065989847713,Water,0.00034992988506198303,-1.2962622271230855e-17,W_PMA658,38.99,0.015112547437948426,Water pipe,0.011853344171699691
W_JIN892,W_JIN1024,0.0002720764738914,0.004441624365482233,Water,0.0003343692608410769,4.583816469938277e-18,W_PMA643,49.833,0.01135613788308457,Water pipe,0.013088795680895923
W_JIN1029,W_JIN1028,2.365882554498603e-05,0.0038071065989847713,Water,0.0002795570566350774,-2.604455256474595e-17,W_PMA647,200.11,0.0025348522060456625,Water pipe,-0.004510915690350087
W_JIN1029,W_JIN1030,0.0001182941220468,0.0038071065989847713,Water,0.00028592609287295367,-8.659000415389602e-18,W_PMA648,121.43,0.006325059790323463,Water pipe,-0.0018173842854631971
W_JIN1123,W_JIN1122,0.0125655854957626,0.004441624365482233,Water,0.00032790255333424434,-9.184258247487462e-18,W_PMA725,105.1,0.13637987697517293,Water pipe,-0.009333464757507846
W_JIN1123,W_JIN1124,0.01249748676509,0.005076142131979695,Water,0.00032463678961683416,-1.1283257463749329e-17,W_PMA726,37.851,0.13312560957160194,Water pipe,-0.028445373079907063
W_JIN1122,W_JIN1121,0.0125966845027045,0.004441624365482233,Water,0.0003326915747143449,-8.085044069263374e-18,W_PMA724,101.01,0.13854134142769314,Water pipe,-0.009369750035712499
W_JIN1121,W_JIN1120,0.0126518884232934,0.005076142131979695,Water,0.00033751798987980704,-4.979703718199848e-18,W_PMA723,101.49,0.14177146738168275,Water pipe,-0.01175364513860943
W_JIN1120,W_JVN1119,0.0127070923438832,0.0038071065989847713,Water,0.00034061073255475024,7.04510004467901e-18,W_PMA722,26.35,0.14498710846592353,Water pipe,0.010037236175031045
W_JIN1114,W_JVN1113,0.0002592781229662,0.0038071065989847713,Water,0.0003040200980368551,-6.0953411409063136e-18,W_PMA717,52.978,0.015112547437948426,Water pipe,0.010202136182895727
W_JIN1114,W_JIN1115,0.0001656117674436,0.005076142131979695,Water,0.0002998765077596563,-7.708381481587404e-18,W_PMA718,132.092,0.01135613788308457,Water pipe,-0.00848835381732387
W_JIN1115,W_JIN1116,9.463529649349164e-05,0.005076142131979695,Water,0.0002940842593069041,-1.8977284662894792e-17,W_PMA719,132.983,0.007585243458471878,Water pipe,-0.01044632603931313
W_JIN1116,W_JVN1117,0.0,0.0038071065989847713,Water,0.00029047648726590684,-1.2343624285058176e-17,W_PMA720,35.803,0.003799864164110355,Water pipe,0.027941193479484646
W_JIN1102,W_JIN1031,0.0,0.0031725888324873096,Water,0.00027466592204209155,2.627782773961691e-18,W_PMA708,73.791,0.0012682308180088776,Water pipe,0.004638933673031332
W_JIN1102,W_JVN1103,8.280588088427438e-05,0.0038071065989847713,Water,0.0002783842880776553,5.1840475664790775e-18,W_PMA709,120.68,0.005063266692202955,Water pipe,-0.010468671025616081
W_JIN1105,W_JVN1104,8.280588088427438e-05,0.0038071065989847713,Water,0.0002808463833203262,-7.806330041022623e-18,W_PMA710,5.39,0.007585243458471878,Water pipe,0.02969076415747329
W_JIN1105,W_JIN1106,0.0002247588227868,0.005076142131979695,Water,0.00028364053293237893,-1.3564515515007653e-17,W_PMA711,135.145,0.01135613788308457,Water pipe,-0.006091709881453612
W_JIN1106,W_JIN1107,0.0002839058838048,0.004441624365482233,Water,0.00028749074759679843,-7.831595270648299e-18,W_PMA712,57.051,0.015112547437948426,Water pipe,-0.039891204833454486
W_JIN1084,W_JVN1083,0.0258452970122046,0.0038071065989847713,Water,0.0002943391193871103,-4.1814648655162014e-18,W_PMA694,46.261,0.09179866674821112,Water pipe,0.016970562686817365
W_JIN1084,W_JIN1085,0.0257624911312929,0.0038071065989847713,Water,0.0002912711922286918,2.759373647969095e-18,W_PMA695,112.268,0.08835126774798902,Water pipe,-0.025142119290797033
W_JIN1086,W_JIN1085,0.0257624911312929,0.0031725888324873096,Water,0.0002873286271463186,3.83573925409085e-18,W_PMA696,94.884,0.0871989158879708,Water pipe,-0.024198061368119438
W_JIN1086,W_JVN1087,0.0257151734858736,0.0031725888324873096,Water,0.00028539393459506583,-4.852589020181052e-18,W_PMA697,8.3,0.08488938387801809,Water pipe,0.03429437405874125
W_JIN1090,W_JIN1089,0.0239407617118568,0.0038071065989847713,Water,0.00028031756722333924,-1.4874404903084684e-15,W_PMA699,79.6,0.08025100669844754,Water pipe,-0.005539290957571756
W_JIN1090,W_JVN1091,0.023905273476376,0.0031725888324873096,Water,0.00027799624531986823,-1.6054313113826527e-16,W_PMA700,49.97,0.07792216152882972,Water pipe,0.004321404227538453
W_JIN1094,W_JIN1093,0.023905273476376,0.0038071065989847713,Water,0.0002739242728399897,1.5744724365736195e-18,W_PMA702,64.346,0.07324515802992895,Water pipe,-0.011737839322115475
W_JIN1094,W_JVN1095,0.0238697852408981,0.0031725888324873096,Water,0.0002703850078780006,-1.1319403516288042e-18,W_PMA703,143.04,0.07089699970064603,Water pipe,-0.0043484767754127665
W_JIN1069,W_JIN1068,0.0006624470584474,0.005076142131979695,Water,0.00028958640302125134,-6.259486156290442e-18,W_PMA681,66.911,0.06736269148193093,Water pipe,-0.004248562448590635
W_JIN1069,W_JIN1070,0.0007570823549476,0.004441624365482233,Water,0.00029337012075734324,-3.582200943115494e-18,W_PMA682,124.24,0.07089699970064603,Water pipe,-0.008800974192382438
W_JIN1073,W_JVN1072,0.0008280588259039,0.0038071065989847713,Water,0.00029885683292244826,-9.153374972682188e-18,W_PMA684,97.65,0.07558687863932352,Water pipe,-0.0017373793848705086
W_JIN1073,W_JVN1074,0.000910864706794,0.0038071065989847713,Water,0.0003022452256638128,-8.609554774054308e-18,W_PMA685,65.73,0.07908738882862468,Water pipe,0.010590091584833808
W_JIN1076,W_JIN1066,0.0011356235352747,0.005076142131979695,Water,0.00030697492091604265,5.741120353724616e-17,W_PMA687,109.682,0.10431520364117436,Water pipe,-0.0030111532717041496
W_JIN1076,W_JIN1077,0.0011474529452081,0.0038071065989847713,Water,0.0003138632048614243,1.07955644141594e-17,W_PMA688,209.916,0.10657001503207593,Water pipe,-0.005554590614154648
W_JIN1251,W_JVN1250,0.0001774411773862,0.0031725888324873096,Water,0.0002811772803833737,-1.9623920428355846e-17,W_PMA823,299.772,0.022581911938429646,Water pipe,-0.009898596312987083
W_JIN1251,W_JVN1306,0.0001419529419084,0.0031725888324873096,Water,0.000274982836797167,-8.271062684983825e-18,W_PMA867,21.77,0.020098561491490943,Water pipe,0.03118485245268806
W_JVN1131,W_JIN1066,0.0001064647064338,0.005076142131979695,Water,0.00029713512588356406,8.643363190330739e-17,W_PMA732,346.87,0.015112547437948426,Water pipe,-0.003550082352469333
W_JIN1289,W_JIN1288,0.0002720764682127,0.0038071065989847713,Water,0.0003064458330736251,-2.0245299320134688e-17,W_PMA854,64.415,0.02505882466547998,Water pipe,-0.007393814320745451
W_JIN1289,W_JIN1290,0.0002247588228011,0.004441624365482233,Water,0.00030474240002169816,-2.1543349401206935e-17,W_PMA855,10.07,0.022581911938429646,Water pipe,-0.006459447494404157
W_JIN1313,W_JIN1312,1.1829409932532175e-05,0.0038071065989847713,Water,0.0002622675257913056,1.1906340269809462e-17,W_PMA872,55.82,0.007585243458471878,Water pipe,-0.003216523818208269
W_JIN1313,W_JVN1314,0.0,0.0031725888324873096,Water,0.0002604521227875786,8.550334330929974e-18,W_PMA873,51.07,0.005063266692202955,Water pipe,0.02963718159277043
W_JIN1312,W_JVN1311,8.280588088633895e-05,0.0031725888324873096,Water,0.0002663127855160231,-1.5769485083142607e-17,W_PMA871,176.092,0.010100782504852432,Water pipe,-0.005489508239871104
W_JIN1309,W_JIN1308,0.0001419529419084,0.0038071065989847713,Water,0.00027094867835454,-6.87885408084919e-18,W_PMA869,76.853,0.015112547437948426,Water pipe,-0.009108293794412648
W_JIN1309,W_JVN1310,8.280588088633895e-05,0.0031725888324873096,Water,0.00026949260381079474,-1.910355663621047e-18,W_PMA870,3.69,0.012609883831344613,Water pipe,0.033382129471587065
W_JIN1303,W_JVN1301,5.914706102233997e-05,0.0038071065989847713,Water,0.00027903015471015126,7.339319694500313e-18,W_PMA864,228.86,0.007585243458471878,Water pipe,-0.005728604274964799
W_JIN1303,W_JVN1305,0.0,0.0031725888324873096,Water,0.0002734320744891786,3.0881012452757797e-18,W_PMA866,63.18,0.005063266692202955,Water pipe,0.010271102391492253
W_JIN1296,W_JIN1295,0.0001301235319781,0.0038071065989847713,Water,0.0002910281600207742,-2.079408258913138e-18,W_PMA860,124.048,0.008843817696648201,Water pipe,-0.006484570888644474
W_JIN1296,W_JIN1297,5.9147061022558224e-05,0.0038071065989847713,Water,0.0002879751692932269,-4.439882306463047e-18,W_PMA861,21.744,0.006325059790323463,Water pipe,-0.008049479933024321
W_JIN1294,W_JVN1293,0.0001774411773896,0.0031725888324873096,Water,0.0002982336147990156,9.11473920567483e-18,W_PMA858,30.482,0.013862020349632567,Water pipe,0.02374348517178188
W_JIN1294,W_JIN1295,0.0001419529419115,0.0038071065989847713,Water,0.00029559888885941814,1.2530781138053644e-17,W_PMA859,90.983,0.01135613788308457,Water pipe,-0.007721205008967589
W_JIN1297,W_JVN1298,0.0,0.0031725888324873096,Water,0.0002868159619290343,-2.8364439363460777e-18,W_PMA862,34.681,0.003799864164110355,Water pipe,0.0054262501270945784
W_JIN1291,W_JIN1290,0.0002129294128677,0.004441624365482233,Water,0.0003022685882552203,-3.1162107678480814e-18,W_PMA856,100.143,0.018854472123063452,Water pipe,-0.009092954680473966
W_JIN1291,W_JVN1292,0.0001774411773896,0.0031725888324873096,Water,0.0002994761047460145,2.798236485711364e-18,W_PMA857,24.802,0.016361465096292195,Water pipe,0.017560022051223426
W_JIN1288,W_JVN1287,0.0003312235292358,0.0031725888324873096,Water,0.00030808840147226205,-4.53515288903705e-18,W_PMA853,7.267,0.027529299672641942,Water pipe,0.029001443170181183
W_JIN1285,W_JIN1284,0.0004022000001927,0.0038071065989847713,Water,0.00031418782132405,7.287996251386815e-18,W_PMA851,68.526,0.03245093652730076,Water pipe,-0.0072138680643134825
W_JIN1285,W_JVN1286,0.0003312235292358,0.0031725888324873096,Water,0.0003104154377118971,1.1518100112547531e-17,W_PMA852,91.401,0.029993336959915535,Water pipe,0.0015061865404672717
W_JIN1284,W_JVN1283,0.0004613470612162,0.0038071065989847713,Water,0.00031826121434410585,-7.091993502464008e-18,W_PMA850,99.726,0.034902098374797616,Water pipe,-0.008379624446929296
W_JIN1265,W_JVN1264,0.0643335754100439,0.0038071065989847713,Water,0.0002750469457621071,6.285157029933758e-10,W_PMA834,41.16,0.015112547437948426,Water pipe,0.024511742606294837
W_JIN1265,W_JVN1468,0.0643690636455416,0.0038071065989847713,Water,0.0002713530206162102,4.0760793385488905e-09,W_PMA1006,160.75,0.01135613788308457,Water pipe,-0.021145658802162258
W_JIN1261,W_JIN1260,0.0642271107035509,0.0038071065989847713,Water,0.0002812714674625843,4.123050120281277e-17,W_PMA831,103.48,0.022581911938429646,Water pipe,-0.005106208541560679
W_JIN1261,W_JIN1262,0.0642862577646066,0.0038071065989847713,Water,0.0002777035434540909,3.647546404634727e-16,W_PMA832,82.9,0.020098561491490943,Water pipe,-0.005044196312474325
W_JVN1259,W_JIN1260,0.0641679636424956,0.0038071065989847713,Water,0.0002840486281504421,1.7961472951153286e-17,W_PMA830,39.45,0.02505882466547998,Water pipe,-0.005065752340981836
W_JIN1257,W_JIN1256,0.0640851577615603,0.004441624365482233,Water,0.00029112774020743606,-1.5498005212803945e-17,W_PMA828,80.781,0.031222941458594194,Water pipe,-0.005305078214405729
W_JIN1257,W_JVN665,0.0641324754069979,0.0031725888324873096,Water,0.00028714721179834646,-6.813332833414204e-18,W_PMA829,115.971,0.028762123031264786,Water pipe,-0.007012952614369889
W_JIN1256,W_JVN1255,0.0640023518806252,0.0038071065989847713,Water,0.0002931404735469218,-7.760011746040868e-18,W_PMA827,17.091,0.034902098374797616,Water pipe,0.031612763643413526
W_JIN1253,W_JIN1252,0.0639786930550674,0.0038071065989847713,Water,0.0002984533342937854,-9.272132535097368e-18,W_PMA825,78.66,0.03978510891012621,Water pipe,-0.006618859464936682
W_JIN1253,W_JVN1254,0.0640023518806252,0.0031725888324873096,Water,0.00029514969098682535,-5.866072184361465e-18,W_PMA826,77.38,0.0373468225024061,Water pipe,0.004327276439802517
W_JIN1252,W_JIN1127,0.06393137540963,0.0038071065989847713,Water,0.00030189787134223705,-5.052013755638354e-18,W_PMA824,80.81,0.04221695759795795,Water pipe,-0.00818460798406024
W_JIN1127,W_JIN1080,0.0639077165840722,0.005076142131979695,Water,0.0003046771525329427,-9.536413639764394e-18,W_PMA729,45.86,0.04464236856590133,Water pipe,-0.006600243095248769
W_JIN1081,W_JIN1080,0.0259399323087411,0.005710659898477157,Water,0.00030362919262047353,1.0680404713471486e-17,W_PMA692,99.761,0.09751214314913943,Water pipe,-0.0041944527330678785
W_JIN1081,W_JVN1082,0.0258452970122046,0.0038071065989847713,Water,0.000298421937443696,1.2554478801950103e-17,W_PMA693,156.585,0.09408888559849872,Water pipe,-0.013755652164463629
W_JIN1262,W_JVN1263,0.0643335754100439,0.0031725888324873096,Water,0.0002760036486745132,4.3005181017990876e-14,W_PMA833,7.11,0.01760877332466387,Water pipe,0.0371050313116632
W_JIN1179,W_JVN1178,0.0115262439693862,0.0038071065989847713,Water,0.0002948745666124712,-9.631755961004995e-18,W_PMA767,136.37,0.010100782504852432,Water pipe,-0.015391289992444206
W_JIN1179,W_JVN1180,0.0,0.0038071065989847713,Water,0.00029006225171815283,-5.4713443292167356e-18,W_PMA768,89.726,0.006325059790323463,Water pipe,-0.0016870843285930884
