source,target,closeness_centrality,length,link_category,betweenness_centrality,link_type,degree_centrality,maxflow,katz_centrality,id,eigenvector_centrality
W_JIN938,W_JIN937,0.0008426613387400863,65.3,Water pipe,0.05782118589238063,Water,0.005076142131979695,0.0016313245855842,-0.013264128616469001,W_PMA557,2.03267093839672e-17
W_JIN938,W_JIN939,0.0008159983773793032,149.22,Water pipe,0.054051900897740035,Water,0.005076142131979695,0.0017732775274864,-0.013963083116613555,W_PMA558,2.650408844776405e-17
W_JIN937,W_JIN936,0.0008581068526526992,43.85,Water pipe,0.05981205076785904,Water,0.004441624365482233,0.0016076657600412,-0.0009809301911999904,W_PMA556,1.577889363146636e-18
W_JIN942,W_JVN941,0.000790438721861574,36.741,Water pipe,0.05054978127846679,Water,0.004441624365482233,0.0018087657629619,0.0169940757644154,W_PMA560,3.294149295690724e-18
W_JIN942,W_JIN943,0.0007780862559088076,89.453,Water pipe,0.04722469895612372,Water,0.005076142131979695,0.001938889294932,-0.028475157199971363,W_PMA561,2.1696111690261566e-18
W_JIN939,W_JVN940,0.0007963473429975867,17.669,Water pipe,0.052286356218354584,Water,0.0031725888324873096,0.0018087657629619,0.021133703758793497,W_PMA559,1.0681743370784689e-17
W_JIN945,W_JIN944,0.000756450768593928,62.44,Water pipe,0.04419253288870148,Water,0.005076142131979695,0.0019980363559509,-0.012438557940713801,W_PMA563,5.081423844360058e-18
W_JIN945,W_JVN946,0.0007502924082855543,11.607,Water pipe,0.04128590235910245,Water,0.004441624365482233,0.0021754775333299,0.028511923868959326,W_PMA564,6.19963038502952e-18
W_JIN944,W_JIN943,0.0007656513674780527,45.147,Water pipe,0.04569734991260795,Water,0.0038071065989847713,0.001938889294932,-0.027409569451001772,W_PMA562,7.535894984096686e-19
W_JIN949,W_JIN948,0.0007278759386607938,85.331,Water pipe,0.038504807367326636,Water,0.005076142131979695,0.0021991363588732,-0.012334355370346007,W_PMA566,1.1205566372787902e-17
W_JIN949,W_JVN950,0.0007190937165128485,49.232,Water pipe,0.036016628630471656,Water,0.004441624365482233,0.0023174304752343,0.00155663790766228,W_PMA567,7.26105412184269e-18
W_JIN948,W_JVN947,0.0007414909189981593,104.961,Water pipe,0.039839024814191305,Water,0.0031725888324873096,0.0021754775333299,-0.0130193990072555,W_PMA565,6.041799201888762e-18
W_JIN953,W_JVN951,0.000711630388336896,78.02,Water pipe,0.03484657304076042,Water,0.004441624365482233,0.0023174304752343,-0.007710849863034342,W_PMA568,1.3987073698565674e-17
W_JIN953,W_JIN954,0.0006993585201838664,162.874,Water pipe,0.03263521625910535,Water,0.006345177664974619,0.0025185304781605,-0.01508099550794672,W_PMA570,2.1492823360719884e-17
