source,target,id,link_type,betweenness_centrality,cluster_num,katz_centrality,maxflow,length,link_category,degree_centrality,eigenvector_centrality,closeness_centrality,cluster
P_B42,P_B43,P_L38,Power,0.010383544897451169,1,0.016571971912151463,1.874584776121258,205.53,Power line,0.004901960784313725,9.324063509375533e-18,0.0007558731504124388,power1
P_B43,P_B44,P_L39,Power,0.012911622860407184,1,-0.029850774611064987,1.8400058842042477,207.098,Power line,0.004901960784313725,5.3707852622274055e-18,0.000705964915156021,power1
P_B44,P_B45,P_L40,Power,0.013009444052686179,1,-0.03011369238893618,1.610494765476514,205.53,Power line,0.005718954248366014,1.7846792696871155e-17,0.000661790300547647,power1
P_B45,P_B46,P_L41,Power,0.008378366533559022,0,0.015534266028205934,0.9317975031147872,211.488,Power line,0.006535947712418301,1.3045992286652612e-17,0.0006215952003000857,power0
P_B46,P_B47,P_L42,Power,0.012402758130999237,5,0.01798414830255897,0.4054789762111382,188.042,Power line,0.004901960784313725,2.0412698495626073e-18,0.0005864678656265657,power5
P_B47,P_B48,P_L43,Power,0.011612742281093652,5,-0.028021747026030573,0.4052818556885454,184.797,Power line,0.004901960784313725,-1.239319097658021e-17,0.0005568896083559399,power5
P_B48,P_B49,P_L44,Power,0.0016535946929933422,5,-0.033146535106625165,5.22948531217959e-09,195.953,Power line,0.004901960784313725,-3.657851258941704e-17,0.0005292987700504843,power5
P_B49,P_B50,P_L45,Power,0.0008281312133767564,5,0.01838986528410204,3.657123266330095e-10,156.153,Power line,0.0024509803921568627,-3.240314014812764e-17,0.0005056478854396508,power5
P_B54,P_B55,P_L47,Power,0.011999319828842996,1,0.0010910218658002123,2.2853455683008654,216.68,Power line,0.006535947712418301,-5.881423897364653e-18,0.000810421512329632,power1
P_B55,P_B56,P_L48,Power,0.010919322481596806,1,-0.008420660531846163,2.7425705702627066,242.229,Power line,0.006535947712418301,-9.607796164647247e-18,0.0008221071390213882,power1
P_B56,P_B49S,P_L49S,Power,0.013169638135201998,1,-0.013102318125768092,3.2157776346163685,182.018,Power line,0.004901960784313725,-3.190903646141361e-18,0.0008339157441950211,power1
P_B60,P_B59,P_L50,Power,0.05121795540318992,2,-0.023530943110263117,8.542112183884532,83.045,Power line,0.004084967320261438,4.3609433271564975e-17,0.0007117849250757447,power2
P_B59,P_B58,P_L51,Power,0.03335066179537815,6,-0.00431692203107238,8.048587529483362,189.124,Power line,0.004084967320261438,4.011417763492668e-17,0.0006951787154472793,power6
P_B58,P_B57,P_L52,Power,0.03289967733398189,6,-0.00023436418199949418,7.983115294371224,197.546,Power line,0.0032679738562091504,5.150065106009572e-18,0.0006723732023760439,power6
P_B57,P_B61,P_L53,Power,0.032467851577734366,6,-0.013445183788487032,7.914712177333173,121.28,Power line,0.004901960784313725,-3.802148093193257e-17,0.000654979361680619,power6
P_B61,P_B62,P_L54,Power,0.031164496157731283,6,-0.02261989259535005,7.832709521218579,286.756,Power line,0.006535947712418301,-8.355152489742376e-18,0.0006350458680781949,power6
P_B62,P_B63,P_L55,Power,0.029935326662097948,6,-0.021093615708759263,7.6944239097349305,191.174,Power line,0.005718954248366014,6.595136020634461e-17,0.0006133087227078824,power6
P_B63,P_B64,P_L56,Power,0.029110701176680392,6,-0.019296642733933226,7.6095809914192385,168.985,Power line,0.005718954248366014,6.479959244679107e-17,0.0006038655603513119,power6
P_B64,P_B65,P_L57,Power,0.030484692283641566,6,-0.020766272762962692,7.532561861081772,289.955,Power line,0.008169934640522876,1.601335529703334e-17,0.000607023199742768,power6
P_B65,P_B66,P_L58,Power,0.03173983944691514,6,-0.018165034544947768,7.355199548247833,122.759,Power line,0.007352941176470588,-1.893797153093822e-17,0.0006146733206148689,power6
P_B66,P_B67,P_L59,Power,0.03977053371734487,6,-0.005240988836700486,6.186063621381361,208.715,Power line,0.004084967320261438,-2.6074416792644124e-17,0.0006229208363573038,power6
P_B69,P_B70,P_L62,Power,0.05521096847105682,6,-0.013375446193257902,3.003753273752808,207.123,Power line,0.004901960784313725,3.063707722887803e-17,0.0006651717753203781,power6
P_B69,P_B61S,P_L61S,Power,0.054947471833155924,6,-0.004983751495284552,3.015888418981116,210.284,Power line,0.0032679738562091504,5.3608709396911254e-18,0.0006493909876978224,power6
P_B70,P_B71,P_L63,Power,0.05474958706938841,2,-0.027144058879391066,2.0805643037880808,197.642,Power line,0.004901960784313725,4.7761061276879466e-17,0.0006843486634229595,power2
P_B74,P_B75,P_L66,Power,0.01152194247558083,4,-0.01644533751976048,1.1065999357899836,262.855,Power line,0.008986928104575163,-1.101918091475989e-16,0.0006678795834709715,power4
P_B74,P_B65S,P_L65S,Power,0.015833410793135005,1,0.032573726031565484,1.1873718403234,79.669,Power line,0.006535947712418301,-5.871268435273234e-17,0.0007061874049159225,power1
P_B75,P_B76,P_L67,Power,0.008024748613854417,3,-0.013275717040524881,1.044374203015305,208.715,Power line,0.008169934640522876,-1.7122094238979946e-16,0.000619492158617852,power3
P_B76,P_B77,P_L68,Power,0.004484871011965272,0,-0.013253894262315304,0.9827850902944204,259.674,Power line,0.007352941176470588,-1.9399024374773486e-16,0.0005782482165583853,power0
P_B77,P_B78,P_L69,Power,0.0018019516060666211,5,-0.010357479337129865,0.9410181784999666,159.306,Power line,0.004901960784313725,-1.0232037968263466e-16,0.0005449385130570838,power5
P_B79,P_B80,P_L70,Power,0.05600515605005023,2,-0.02639610617432609,0.6423254821668452,200.89,Power line,0.005718954248366014,1.2164660222652982e-17,0.0006961223154725782,power2
P_B80,P_B81,P_L71,Power,0.05362401199925975,6,-0.025229053152683367,0.6018570298581499,280.451,Power line,0.006535947712418301,8.938292101219594e-19,0.0006478574492695415,power6
P_B81,P_B82,P_L72,Power,0.05121885834462773,6,-0.02622878739576385,0.5612818070097721,242.145,Power line,0.006535947712418301,-1.218535792590687e-17,0.0006015566398915353,power6
P_B82,P_B83,P_L73,Power,0.048789695086154175,6,-0.027684537933996844,0.5208486031274373,178.537,Power line,0.006535947712418301,1.1201823375996466e-17,0.0005685920491729627,power6
P_B83,P_B84,P_L74,Power,0.046336522223839084,6,-0.028093281523440632,0.4805730370441734,216.68,Power line,0.007352941176470588,2.3588338232127445e-17,0.0005409469114127765,power6
P_B84,P_B85,P_L75,Power,0.028492043280070413,0,-0.007957459245737528,0.20013576744867226,189.701,Power line,0.005718954248366014,8.270204824541134e-18,0.0005145171432024095,power0
P_B84,P_B96,P_L86,Power,0.016855891915787312,0,-0.02884116791231324,0.24015225905255125,175.237,Power line,0.007352941176470588,1.149592412259641e-18,0.000515151557823119,power0
P_B85,P_B86,P_L76,Power,0.02761296111614812,5,0.014810324132390472,0.20009254824600556,214.632,Power line,0.0032679738562091504,-2.9134054961446764e-18,0.0004903236579939233,power5
P_B86,P_B87,P_L77,Power,0.02673121121846566,0,-0.04228586242711475,0.20004316455829765,54.164,Power line,0.004901960784313725,-5.161538051154636e-18,0.00047513836591138415,power0
P_B87,P_B88,P_L78,Power,0.003820450304348628,0,-0.075721422409295,0.030000407749995132,57.703,Power line,0.006535947712418301,1.0456017306237361e-17,0.00046906813657553967,power0
P_B87,P_B89,P_L79,Power,0.0019155606196946554,0,-0.06954034202851175,0.010000068515022935,60.62,Power line,0.004901960784313725,1.1733386971151281e-17,0.00046890011083330625,power0
P_B87,P_B90,P_L80,Power,0.020484265389403646,3,-0.046855888678857774,0.16003014354598857,152.967,Power line,0.008169934640522876,2.682301670663355e-18,0.0004642728006797654,power3
P_B90,P_B91,P_L81,Power,0.003820450304348628,3,-0.02681917988906435,0.030000410113036485,58.141,Power line,0.008169934640522876,1.1777649531923552e-17,0.0004533515520747945,power3
P_B90,P_B92,P_L82,Power,0.003820450304348628,3,-0.02915220932728654,0.030000422763506458,60.536,Power line,0.008169934640522876,1.3418975842927355e-17,0.0004532308589050775,power3
P_B90,P_B93,P_L83,Power,0.010403530587192154,3,-0.022534744114171074,0.08000644545547297,143.411,Power line,0.008169934640522876,2.1935303237550456e-17,0.00044921283824204245,power3
P_B93,P_B94,P_L84,Power,0.003820450304348628,0,-0.05442407693277306,0.03000036038153236,48.738,Power line,0.006535947712418301,2.6560975570480215e-17,0.00043976112501420493,power0
P_B93,P_B95,P_L85,Power,0.004768893546035358,0,-0.055517843599214835,0.040000678572142005,57.35,Power line,0.007352941176470588,2.1329649172406907e-17,0.0004393567685538355,power0
P_B96,P_B97,P_L87,Power,0.014106600606093268,0,-0.02914040267465854,0.20009420260978433,184.823,Power line,0.006535947712418301,-1.1814925023929791e-17,0.0004929085743634057,power0
P_B97,P_B98,P_L88,Power,0.011333299692557688,0,-0.029493839389742846,0.16005162020459182,181.637,Power line,0.006535947712418301,-1.3417987762497093e-17,0.00047203061154656677,power0
P_B98,P_B99,P_L89,Power,0.00853598917518057,0,-0.028544509263365565,0.12002476076461392,191.194,Power line,0.006535947712418301,-2.9579512549359307e-18,0.00045246223892247885,power0
P_B99,P_B100,P_L90,Power,0.005714669053961917,0,-0.028057399444079006,0.08000877298258968,181.609,Power line,0.006535947712418301,1.2358225886876096e-17,0.00043433244268893494,power0
P_B100,P_B101,P_L91,Power,0.002869339328901727,0,-0.032525063488587115,0.04000192142168202,191.194,Power line,0.005718954248366014,-1.5496077065162292e-18,0.00041755144960695643,power0
P_B102,P_B103,P_L92,Power,0.053349307053754125,4,-0.02568413878391746,0.8843676330897601,238.959,Power line,0.00980392156862745,-1.7199636823285627e-17,0.0007068368969561656,power4
P_B102,P_B266S,P_L266S,Power,0.05761557209757276,2,-0.05059607343992761,0.9651087370367446,134.216,Power line,0.006535947712418301,-3.803632125989431e-17,0.0007508982211882084,power2
P_B103,P_B104,P_L93,Power,0.04901634866593122,4,-0.02595274247374526,0.8032587792201344,267.653,Power line,0.008169934640522876,4.1544620896360435e-17,0.0006536439076516398,power4
P_B104,P_B105,P_L94,Power,0.04638456082811543,6,-0.02738220304386809,0.7622314590899006,140.515,Power line,0.006535947712418301,5.813731662291185e-17,0.0006152635501789661,power6
P_B105,P_B106,P_L95,Power,0.0437287633864581,4,-0.030862448332660386,0.7217439351821386,82.9,Power line,0.008169934640522876,1.2413627838068538e-17,0.0005962059331453241,power4
P_B106,P_B107,P_L96,Power,0.03924907964182581,4,-0.03115674911928091,0.6414854869363047,191.83,Power line,0.00980392156862745,1.6777847018182512e-18,0.0005746107517151113,power4
P_B107,P_B108,P_L97,Power,0.034702702553189246,4,-0.030732868447158085,0.5610133692776101,203.937,Power line,0.00980392156862745,1.3267609021174779e-17,0.0005455497493382457,power4
P_B108,P_B109,P_L98,Power,0.030089632120548417,3,-0.032023470914600026,0.4806288800785385,172.051,Power line,0.00980392156862745,3.752857988479617e-17,0.0005202106113150332,power3
P_B109,P_B110,P_L99,Power,0.025409868343903318,3,-0.031423199236842905,0.40039039742938437,188.089,Power line,0.00980392156862745,2.0197554100925578e-17,0.0004979860817861205,power3
P_B110,P_B111,P_L100,Power,0.02066341122325395,3,-0.029606452421505648,0.32020926175184833,172.08,Power line,0.00980392156862745,-2.104039091946832e-17,0.0004773461008500836,power3
P_B111,P_B112,P_L101,Power,0.015850260758600316,3,-0.02872146847672079,0.24010308233883534,194.458,Power line,0.00980392156862745,-2.6131032018804266e-17,0.00045794350109403713,power3
P_B112,P_B113,P_L102,Power,0.010970416949942413,3,-0.029730469694499592,0.16003548152632938,181.637,Power line,0.00980392156862745,-2.0325835634982375e-18,0.0004393978698318281,power3
P_B113,P_B114,P_L103,Power,0.00602387979728024,3,-0.032054858264337446,0.08000724571284548,175.266,Power line,0.008986928104575163,7.001502507238556e-18,0.0004230168294116388,power3
P_B114,P_B53,P_L384,Power,0.00201863086746743,0,-0.03869540885931787,0.020000294893358198,93.994,Power line,0.005718954248366014,-5.311219083748828e-18,0.00041128447051685393,power0
P_B115,P_B116,P_L104,Power,0.054330530959128445,4,-0.030002174033889106,0.8640518113194855,242.166,Power line,0.00980392156862745,1.4710431238587326e-17,0.000727841806431966,power4
P_B115,P_B267S,P_L267S,Power,0.05877464182491031,2,-0.06455504810695449,0.9447655658855787,132.628,Power line,0.006535947712418301,6.010383379267254e-18,0.0007748902388759003,power2
P_B116,P_B117,P_L105,Power,0.04981972674934232,4,-0.030786595357729186,0.7829608668572031,223.051,Power line,0.008986928104575163,-8.347613454678914e-18,0.0006754136945952699,power4
P_B117,P_B118,P_L106,Power,0.04616306417383034,4,-0.0314366966192344,0.7221337419337158,172.051,Power line,0.008169934640522876,-2.2586240370020856e-17,0.0006360344731095738,power4
P_B118,P_B119,P_L107,Power,0.042463717858155635,4,-0.033913952685803064,0.661589612137194,124.259,Power line,0.008169934640522876,-1.5598709678794545e-17,0.0006092400874767465,power4
P_B119,P_B120,P_L108,Power,0.038721687802318196,4,-0.032147806194703574,0.6012592457955563,156.153,Power line,0.008169934640522876,-1.1480328264166237e-17,0.0005859589950431457,power4
P_B120,P_B121,P_L109,Power,0.034936974006318025,4,-0.030700126071611652,0.5409161151443801,162.492,Power line,0.008986928104575163,1.4862277209066843e-17,0.0005613314015153806,power4
P_B121,P_B122,P_L110,Power,0.03014605775171397,3,-0.03002606695559784,0.46062668599587586,194.354,Power line,0.00980392156862745,2.0562216041666657e-17,0.0005359812140451431,power3
P_B122,P_B123,P_L111,Power,0.025288448153105644,3,-0.03090844056751668,0.38037547081290174,187.981,Power line,0.008986928104575163,4.505334202997215e-18,0.0005109330401543103,power3
P_B123,P_B124,P_L112,Power,0.021354341266535914,3,-0.03304151620108471,0.32020962584510837,172.08,Power line,0.008986928104575163,-1.8009413454027013e-18,0.0004892151482958938,power3
P_B124,P_B125,P_L113,Power,0.016376683648719907,3,-0.03204163602187245,0.2401017151662802,181.721,Power line,0.00980392156862745,-5.3361014803715696e-18,0.00046951127902308826,power3
P_B125,P_B126,P_L114,Power,0.01133233268689963,3,-0.030277690584502137,0.16003752355196574,184.795,Power line,0.00980392156862745,4.1806737304113116e-18,0.00045054142646243367,power3
P_B126,P_B127,P_L115,Power,0.006221288381075087,3,-0.032457281391907754,0.08000837095598684,200.751,Power line,0.008986928104575163,3.08988539547313e-17,0.00043204853380264405,power3
P_B127,P_B52,P_L383,Power,0.0020844337287323784,0,-0.03595677060225136,0.02000032311857312,103.577,Power line,0.005718954248366014,1.7451662522648645e-17,0.000418250524122086,power0
P_B128,P_B129,P_L116,Power,0.03198190736662504,6,-0.026662970375919526,0.4410555919927084,255.014,Power line,0.006535947712418301,-1.8819461946362778e-17,0.0007426508280019924,power6
P_B128,P_B268S,P_L268S,Power,0.03465578114587307,2,-0.03647317179329266,0.48121785821630486,116.692,Power line,0.004901960784313725,-4.7478900916374635e-17,0.0007930678618656652,power2
P_B129,P_B130,P_L117,Power,0.029284023983535475,6,-0.026047259277648217,0.4007577534139173,210.338,Power line,0.006535947712418301,7.678509315231478e-18,0.0006859949749188031,power6
P_B130,P_B132,P_L118,Power,0.02656213099660437,6,-0.027667389476945282,0.36055450179863985,231.131,Power line,0.006535947712418301,4.806866250778944e-18,0.0006399382492422636,power6
P_B132,P_B133,P_L120,Power,0.023816228405831735,6,-0.030373295891115527,0.3203734422033236,180.192,Power line,0.006535947712418301,1.1814967812697485e-17,0.0006017195834218257,power6
P_B133,P_B134,P_L121,Power,0.02104631621121756,0,-0.02909404766549475,0.28026180483351265,194.412,Power line,0.006535947712418301,2.9397081996382665e-17,0.0005708042913492771,power0
P_B134,P_B135,P_L122,Power,0.01825239441276185,0,-0.02877011832509659,0.24016956372558976,187.988,Power line,0.006535947712418301,2.859810396299895e-17,0.0005421480020936764,power0
P_B135,P_B136,P_L123,Power,0.015434463010464604,0,-0.0292756854452327,0.2001039883807834,200.726,Power line,0.006535947712418301,1.3824019630293524e-17,0.0005157579241329862,power0
P_B136,P_B137,P_L124,Power,0.01259252200432582,0,-0.02949981985021271,0.16005531885203494,184.823,Power line,0.006535947712418301,-1.3791161883232551e-17,0.0004918131174234974,power0
P_B137,P_B138,P_L125,Power,0.009726571394345499,0,-0.02870747290351737,0.12002657610661234,192.787,Power line,0.006535947712418301,-1.8365581013327224e-17,0.00047037754013765,power0
P_B138,P_B139,P_L126,Power,0.006836611180523642,0,-0.030019267282585263,0.08000965501309076,186.415,Power line,0.006535947712418301,-5.7769714163566586e-18,0.0004505295437514706,power0
P_B139,P_B140,P_L127,Power,0.003922641362860248,0,-0.025622650525972453,0.040002303558319144,199.133,Power line,0.005718954248366014,1.8441768473880615e-18,0.000431943578803056,power0
P_B140,P_B51,P_L382,Power,0.001966656148950466,0,-0.034157531880003936,0.020000307466194578,95.587,Power line,0.004084967320261438,-4.004954478544176e-18,0.00041853719457705946,power0
P_B169,P_B170,P_L128,Power,0.018195676830302435,1,-0.028569875678438505,0.2802912207795258,207.319,Power line,0.006535947712418301,3.823733566100285e-17,0.000752416324962279,power1
P_B169,P_B284S,P_L284S,Power,0.020699020819265206,1,-0.037431077455095024,0.3203697081336984,117.494,Power line,0.004901960784313725,3.4280077654624587e-17,0.0007987471103807536,power1
P_B170,P_B171,P_L129,Power,0.015668323237498127,1,-0.02856358073958675,0.24018526651579383,207.123,Power line,0.006535947712418301,-9.406404252357596e-18,0.0006995145083590595,power1
P_B171,P_B172,P_L130,Power,0.013116960040852279,1,-0.027219823555102114,0.20010737424392525,181.609,Power line,0.006535947712418301,-2.0341014923067163e-17,0.0006558798083912745,power1
P_B172,P_B173,P_L131,Power,0.010541587240364896,0,-0.029770018320744822,0.16005984205512183,188.312,Power line,0.006535947712418301,-6.700470666854494e-18,0.0006191348331680208,power0
P_B173,P_B174,P_L132,Power,0.007942204836035978,0,-0.029618196260402983,0.12002821982262157,186.45,Power line,0.006535947712418301,-4.152194653472999e-18,0.000585686165888336,power0
P_B174,P_B175,P_L133,Power,0.005318812827865522,0,-0.029806539141758757,0.08001051320047367,197.597,Power line,0.006535947712418301,-6.605596569774597e-18,0.0005548690109948855,power0
P_B175,P_B176,P_L134,Power,0.002671411215853529,0,-0.031388390440848506,0.04000206311702792,180.079,Power line,0.005718954248366014,-8.020370327892467e-18,0.0005273461603195126,power0
P_B177,P_B178,P_L135,Power,0.03446484485721372,4,-0.030506195029669225,0.5812624882660631,181.609,Power line,0.00980392156862745,-1.4142169178403323e-18,0.0007748342794589688,power4
P_B177,P_B286S,P_L286S,Power,0.038842144279586835,2,-0.042344466289995525,0.6615786848952899,109.524,Power line,0.006535947712418301,-2.327952289877509e-17,0.0008174888201225401,power2
P_B178,P_B179,P_L136,Power,0.030020852090836336,4,-0.031603955225485064,0.5008577525273953,224.627,Power line,0.00980392156862745,8.128072698943486e-18,0.0007215392734015336,power4
P_B179,P_B180,P_L137,Power,0.025510165980454684,4,-0.02882356446731158,0.4204855147750048,157.713,Power line,0.00980392156862745,8.411594628741979e-18,0.0006765920979555772,power4
P_B180,P_B181,P_L138,Power,0.020932786526068763,4,-0.029019287030995718,0.34030089167767685,215.069,Power line,0.00980392156862745,-1.6557243425883322e-18,0.0006382268559473698,power4
P_B181,P_B182,P_L139,Power,0.016288713727678573,3,-0.031511396374795345,0.260135830608312,180.044,Power line,0.00980392156862745,-1.713968295474049e-17,0.00060129397159977,power3
P_B182,P_B183,P_L140,Power,0.011577947585284114,3,-0.031028084985537066,0.1800548231417485,192.866,Power line,0.00980392156862745,-2.392717738372218e-17,0.0005701041499930189,power3
P_B183,P_B184,P_L141,Power,0.006800488098885388,3,-0.03047774862365124,0.10001306299028767,170.487,Power line,0.008986928104575163,-2.5397789343490745e-18,0.0005423416354061327,power3
P_B184,P_B185,P_L142,Power,0.0029305013020833335,0,-0.035305823827053946,0.04000151472106529,127.455,Power line,0.006535947712418301,2.431302927035843e-17,0.0005213226312536466,power0
P_B186,P_B187,P_L143,Power,0.03772096729316727,4,-0.03225827646287269,0.6215038136849875,189.581,Power line,0.00980392156862745,6.83989161719285e-17,0.0007882623992628888,power4
P_B186,P_B287S,P_L287S,Power,0.04213596815679397,2,-0.044745285474969504,0.7018083035020949,93.301,Power line,0.006535947712418301,5.789629825861057e-17,0.0008306981220968911,power2
P_B187,P_B188,P_L144,Power,0.0332392730855363,4,-0.032207279172487314,0.5410186912544029,199.139,Power line,0.00980392156862745,1.7726140122355573e-17,0.0007353729596222186,power4
P_B188,P_B189,P_L145,Power,0.02869088553390106,4,-0.03343984211747171,0.4606318871976696,180.023,Power line,0.00980392156862745,-6.374381176335274e-17,0.0006896430703792835,power4
P_B189,P_B190,P_L146,Power,0.024075804638261557,4,-0.032687085921836424,0.38037793200565617,186.395,Power line,0.00980392156862745,-7.838782143312316e-17,0.0006503815120437649,power4
P_B190,P_B191,P_L147,Power,0.01939403039861778,4,-0.03214556977172087,0.30019833937405843,165.686,Power line,0.008986928104575163,-2.6049600336786695e-17,0.0006162553413123124,power4
P_B191,P_B192,P_L148,Power,0.01560059179921969,3,-0.03332912796397214,0.24009875754161766,129.048,Power line,0.008169934640522876,2.2682786643235162e-17,0.0005900896519021829,power3
P_B192,P_B193,P_L149,Power,0.011764469459658864,3,-0.03400445347085717,0.1800489679135622,170.465,Power line,0.008986928104575163,1.618783847257214e-17,0.0005657668074547424,power3
P_B193,P_B194,P_L150,Power,0.006909292525603992,3,-0.0325737172611903,0.1000117924740095,153.067,Power line,0.008986928104575163,-8.415369354803355e-19,0.0005413008262115321,power3
P_B194,P_B195,P_L151,Power,0.002977131770677021,0,-0.038301060967729436,0.04000133561366284,109.933,Power line,0.006535947712418301,-4.330729768935335e-18,0.0005227345294622709,power0
P_B196,P_B197,P_L152,Power,0.0559605707517382,2,-0.029532665338049248,4.147266965521846,187.981,Power line,0.008169934640522876,1.3241229835560703e-17,0.0008416643671642627,power2
P_B196,P_B285S,P_L285S,Power,0.05567167491996799,2,-0.029445717830709567,4.098133602453834,83.246,Power line,0.004901960784313725,1.3088110535074159e-17,0.0008361437525131463,power2
P_B197,P_B198,P_L153,Power,0.05654042346105109,4,-0.026940575352286146,4.248295940417623,237.366,Power line,0.00980392156862745,-1.2864027273520368e-17,0.0008520679921503577,power4
P_B198,P_B199,P_L154,Power,0.057343646768603276,2,-0.028293940728156185,4.355886130029797,189.681,Power line,0.008169934640522876,8.829661908800726e-18,0.0008650921726426968,power2
P_B199,P_B269S,P_L269S,Power,0.05786100117130186,2,-0.037517558210956384,4.431794922392977,105.937,Power line,0.004901960784313725,5.288460276539012e-17,0.0008756050556233135,power2
