source,target,id,link_type,betweenness_centrality,cluster_num,katz_centrality,maxflow,length,link_category,degree_centrality,eigenvector_centrality,closeness_centrality,cluster
P_B161,P_B162,P_L252,Power,0.0016924878166598672,5,-0.041030845383340876,0.07500324888820045,81.387,Power line,0.004084967320261438,7.4867992162518095e-19,0.0006410765485338344,power5
P_B163,P_B164,P_L253,Power,0.004985711775860247,5,-0.03172886610566959,0.3000573115784941,78.361,Power line,0.004901960784313725,7.282289872090884e-18,0.0006090986067200427,power5
P_B163,P_B278S,P_L278S,Power,0.005807326670343024,5,-0.006951602524477466,0.30013130918077574,126.652,Power line,0.0032679738562091504,1.6812745212634207e-17,0.0006286768893591947,power5
P_B164,P_B166,P_L254,Power,0.0025048606898508915,5,-0.045779750605836084,0.15001083928726172,70.095,Power line,0.005718954248366014,1.2402692504313024e-17,0.0005957044534492719,power5
P_B14,P_B24,P_L256,Power,0.0018248551913034095,1,-0.031591535320173204,0.09000365132979407,61.263,Power line,0.004901960784313725,2.7443810605379646e-17,0.0008390535425349717,power1
P_B14,P_B15,P_L257,Power,0.0160395430602661,1,-0.024348702717708396,0.8112360600826355,70.095,Power line,0.005718954248366014,1.141436484559473e-17,0.0008378601588317409,power1
P_B14,P_B307S,P_L307S,Power,0.019486505677099943,1,-0.020609023296178478,0.9921256504164521,136.209,Power line,0.004901960784313725,2.1364243504709252e-17,0.000874938889614403,power1
P_B15,P_B16,P_L258,Power,0.014300055349288153,1,-0.023652031492759358,0.7209306021191099,132.31,Power line,0.005718954248366014,-2.3788851549897544e-17,0.0008050327074221504,power1
P_B16,P_B23,P_L259,Power,0.0018248551913034095,1,-0.02915957739996057,0.09000406829514536,68.937,Power line,0.004901960784313725,-1.1418829424003656e-17,0.0007738591490256519,power1
P_B16,P_B17,P_L260,Power,0.010789067122210214,1,-0.02629681099630487,0.5404710274580398,140.198,Power line,0.005718954248366014,-3.918958867915419e-17,0.0007640882803373486,power1
P_B17,P_B18,P_L261,Power,0.009017566606110219,1,-0.027203550447557394,0.45019924806727746,78.06,Power line,0.005718954248366014,-3.1141478586056003e-17,0.000733684006899892,power1
P_B18,P_B22,P_L262,Power,0.0018248551913034095,1,-0.02982847627292528,0.09000543520436287,94.284,Power line,0.004901960784313725,8.993800112520151e-19,0.0007114463226629885,power1
P_B18,P_B19,P_L263,Power,0.00544255276878818,1,-0.023188057420580277,0.2700884698635454,141.791,Power line,0.005718954248366014,-3.270087493478843e-17,0.0007058527536346122,power1
P_B19,P_B20,P_L264,Power,0.0036390394475661362,1,-0.02822399412810683,0.18001938457154512,66.984,Power line,0.004901960784313725,-3.4260688063710956e-17,0.0006806483894667617,power1
P_B20,P_B21,P_L265,Power,0.0018248551913034095,5,-0.034745896563829856,0.09000458440523622,78.438,Power line,0.004084967320261438,-2.2903009281488087e-17,0.0006643046069683719,power5
P_B377,P_B347,P_L306,Power,0.010273861990493982,3,-0.02280298199214622,0.16006273884097427,267.428,Power line,0.008986928104575163,-4.284533583287366e-17,0.0006372051152277243,power3
P_B377,P_B325,P_L381,Power,0.027259319488789475,4,-0.025037073557707838,0.4607400986720048,214.482,Power line,0.008986928104575163,-3.349769417755203e-17,0.0006427753955090323,power4
P_B377,P_B301S,P_L301S,Power,0.03915867325209198,6,0.04083280297803252,0.6612284350647335,50.629,Power line,0.005718954248366014,4.1378000890984323e-19,0.000669102258839933,power6
P_B347,P_B348,P_L375,Power,0.0056439407284901875,3,-0.015260134383215855,0.08001996765183901,406.484,Power line,0.008169934640522876,4.567939613915518e-18,0.0005771393346137954,power3
P_B298,P_B299,P_L309,Power,0.02919232599732398,6,-0.02104895624162833,0.4211533331556222,296.327,Power line,0.006535947712418301,-1.675246495926379e-16,0.0006501242955460713,power6
P_B298,P_B298S,P_L298S,Power,0.031881335381747915,6,-0.02473908032029215,0.4612970325483973,119.384,Power line,0.004901960784313725,-7.285016655715853e-17,0.0006933715656687,power6
P_B299,P_B300,P_L310,Power,0.026479307009058508,6,-0.018346814385479977,0.3808561380556394,369.604,Power line,0.006535947712418301,-1.926361631950232e-16,0.0005898175392333831,power6
P_B300,P_B301,P_L311,Power,0.0237422784169515,0,-0.019038416848955166,0.3405517632066323,258.155,Power line,0.006535947712418301,-1.528066205798461e-16,0.0005410815812044807,power0
P_B301,P_B302,P_L312,Power,0.020981240221002954,0,-0.020759186237353733,0.3003809691386921,270.895,Power line,0.006535947712418301,-1.0346951074747553e-16,0.0005062355173859324,power0
P_B302,P_B303,P_L313,Power,0.01819619242121287,0,-0.021312711080970263,0.2602410787512834,264.467,Power line,0.006535947712418301,-9.85481107280691e-17,0.00047505128701939034,power0
P_B303,P_B304,P_L314,Power,0.015387135017581252,0,-0.02343185311296124,0.22013813775168672,220.05,Power line,0.006535947712418301,-1.012160623802739e-16,0.00044975513491183564,power0
P_B304,P_B305,P_L315,Power,0.012554068010108096,0,-0.0249796281277411,0.1800765659987684,204.011,Power line,0.006535947712418301,-5.324489914670477e-17,0.00042969491591587135,power0
P_B305,P_B306,P_L316,Power,0.009696991398793405,0,-0.0231420653022584,0.1400381928299463,201.562,Power line,0.006535947712418301,-1.309520837198484e-17,0.00041205502986733667,power0
P_B306,P_B307,P_L317,Power,0.006815905183637176,0,-0.0244215208885634,0.10001511723187963,188.008,Power line,0.006535947712418301,1.4582603148017954e-17,0.0003963333993488548,power0
P_B307,P_B308,P_L318,Power,0.003910809364639411,0,-0.023487289741045417,0.06000399947731118,178.43,Power line,0.006535947712418301,5.1688096804942445e-17,0.00038254260187861583,power0
P_B309,P_B310,P_L319,Power,0.026576490764126902,4,-0.024343281888595806,1.0477066154142756,261.34,Power line,0.00980392156862745,1.2275685495476472e-17,0.0005736636010689639,power4
P_B309,P_B299S,P_L299S,Power,0.03092821444163756,6,-0.04408902341463852,1.128805607777249,139.393,Power line,0.006535947712418301,7.351242339789613e-18,0.0006058424455076495,power6
P_B310,P_B311,P_L320,Power,0.022233103754616776,3,-0.026235003780242953,0.9659289399329958,211.973,Power line,0.008986928104575163,-2.461427026718875e-18,0.0005389674742382264,power3
P_B311,P_B312,P_L321,Power,0.018710374939325605,3,-0.025894761512340037,0.9046991060482485,197.565,Power line,0.008986928104575163,-2.4886704608913477e-17,0.0005121287251922103,power3
P_B312,P_B313,P_L322,Power,0.014293625251410787,3,-0.024243454459606645,0.823690497843769,235.859,Power line,0.010620915032679739,-3.035785638517204e-17,0.00048654569430934636,power3
P_B313,P_B314,P_L323,Power,0.008975518423031851,3,-0.024022735794818555,0.7226899161920444,272.418,Power line,0.00980392156862745,-7.469430744785453e-17,0.00045955668544777576,power3
P_B314,P_B315,P_L324,Power,0.005423444536378801,3,-0.024257555071830132,0.6617980275789481,180.044,Power line,0.008169934640522876,-2.1280270130180648e-16,0.00043763613181345033,power3
P_B315,P_B323,P_L377,Power,0.0018286869095630197,0,-0.017045099225094423,0.6013017892958511,512.169,Power line,0.006535947712418301,-3.147030940794294e-16,0.0004117724031895839,power0
P_B316,P_B317,P_L325,Power,0.022909356071517454,4,-0.020951343364835003,0.6221893136341909,266.843,Power line,0.008986928104575163,-2.839305400319454e-16,0.000595870279291012,power4
P_B316,P_B300S,P_L300S,Power,0.026291594236266286,6,-0.014570607745833035,0.68256915261495,129.991,Power line,0.005718954248366014,-1.123524497664667e-16,0.0006305934851968376,power6
P_B317,P_B318,P_L326,Power,0.018621534355977576,3,-0.022003087303245072,0.5415407913640504,283.575,Power line,0.00980392156862745,-7.605038411784567e-16,0.0005527319925020406,power3
P_B318,P_B319,P_L327,Power,0.014353720643638978,3,-0.02299928986593406,0.45101733372938724,253.328,Power line,0.00980392156862745,-1.921418695292403e-15,0.0005160334430847571,power3
P_B319,P_B320,P_L328,Power,0.010084239597700271,3,-0.02122577296436645,0.3706922773702364,264.453,Power line,0.008986928104575163,-4.681487552357653e-15,0.0004851645390505283,power3
P_B320,P_B321,P_L329,Power,0.006663986226869008,3,-0.014824920106608259,0.31046258240852304,579.883,Power line,0.008986928104575163,-6.901403667313968e-15,0.0004435527430883693,power3
P_B321,P_B324,P_L332,Power,0.0017779324903668796,0,-0.01598979906243583,0.2501065638726078,261.961,Power line,0.006535947712418301,-4.70488094485217e-15,0.00040597718565089247,power0
P_B322,P_B323,P_L331,Power,0.0023131563823446046,0,-0.01037433840182652,0.300001099561419,226.237,Power line,0.004901960784313725,-2.3486937030248045e-16,0.0003965369142838176,power0
P_B322,P_B330S,P_L330S,Power,0.0030886735468685462,0,-0.029912663112420204,1.91261818486874e-13,289.306,Power line,0.004084967320261438,-1.1948135466194073e-16,0.0004078429312620981,power0
P_B325,P_B326,P_L333,Power,0.0228828329340019,3,-0.017724920504117166,0.38073980128290186,312.24,Power line,0.008169934640522876,-5.863132448710566e-17,0.0005952164729993674,power3
P_B326,P_B327,P_L334,Power,0.020224928196007307,0,-0.017610703870286945,0.3404546852972472,299.648,Power line,0.006535947712418301,-8.317235956650126e-17,0.0005471183498445384,power0
P_B327,P_B328,P_L335,Power,0.017543013854171174,3,-0.020439017477231286,0.3002347416288568,188.224,Power line,0.008169934640522876,-6.359779404206647e-17,0.0005134901129775482,power3
P_B328,P_B329,P_L336,Power,0.01301980194257421,3,-0.020350394520516648,0.2201266062568072,235.967,Power line,0.008986928104575163,-2.68816376143821e-18,0.0004877506650099185,power3
P_B329,P_B330,P_L337,Power,0.009353213205613565,3,-0.019578181350363273,0.16005370357958332,261.34,Power line,0.008986928104575163,-2.04809776865046e-17,0.00046041405300374687,power3
P_B330,P_B331,P_L338,Power,0.004709953274808917,3,-0.017138887913391396,0.08001066010644416,251.704,Power line,0.008986928104575163,-5.979186926055876e-17,0.0004349813015960901,power3
P_B332,P_B337,P_L339,Power,0.043382687869510196,4,-0.01464367534280541,0.7617900417462565,194.412,Power line,0.008169934640522876,0.030449981926926568,0.0006515841623202148,power4
P_B332,P_B302S,P_L302S,Power,0.04642103152448724,6,-0.05086893551637726,0.8226684238583569,207.908,Power line,0.005718954248366014,0.007428599636949578,0.0006931505793656698,power6
P_B337,P_B333,P_L340,Power,0.02918193013759968,6,-0.0137766502793935,0.5010028587640469,404.638,Power line,0.007352941176470588,0.07057742245594405,0.0005985546533722377,power6
P_B337,P_B338,P_L344,Power,0.01325453300388301,3,-0.015106066440864548,0.2200823077134777,75.145,Power line,0.008169934640522876,0.026941175551639253,0.0006255258622907965,power3
P_B333,P_B334,P_L341,Power,0.016687701255365325,0,-0.01599405451558557,0.30030007978095324,211.973,Power line,0.007352941176470588,0.06133329536586032,0.0005489344219278092,power0
P_B333,P_B342,P_L348,Power,0.01152194247558083,3,-0.01430759404138289,0.1800701739793463,216.75,Power line,0.008169934640522876,0.17017447651416068,0.00054845451655264,power3
P_B334,P_B335,P_L342,Power,0.01325453300388301,3,-0.016819618452809777,0.24017813779148292,355.267,Power line,0.008986928104575163,0.02296661409554175,0.0005108739951080672,power3
P_B335,P_B336,P_L343,Power,0.008903048679926275,3,-0.014474116264156473,0.16004688903026026,240.6,Power line,0.010620915032679739,0.010918719521074509,0.0004749401970166142,power3
P_B336,P_B346,P_L378,Power,0.0035932322770925594,3,-0.015743983085672916,0.06000697353452752,291.639,Power line,0.008986928104575164,0.004257349591715422,0.0004471163722910772,power3
P_B338,P_B339,P_L345,Power,0.009778681012237965,3,-0.019052551327439063,0.1600589523258127,258.12,Power line,0.008169934640522876,0.0033357018854736115,0.0005958637820843782,power3
P_B339,P_B340,P_L346,Power,0.006260145280430186,3,-0.020094243312366297,0.10001678519027887,218.302,Power line,0.008169934640522876,0.0010699041815323094,0.0005566606640659694,power3
P_B340,P_B341,P_L347,Power,0.0026989258084596755,0,-0.01913549790055282,0.040002686782312905,248.538,Power line,0.006535947712418301,0.00030876351534829224,0.0005230333719281454,power0
P_B342,P_B343,P_L349,Power,0.007143780814022387,3,-0.012773954785954545,0.10002682842414043,388.707,Power line,0.008986928104575163,0.3374195638430381,0.0005078079741199489,power3
P_B343,P_B344,P_L350,Power,0.0035932322770925594,0,-0.012017108271354403,0.04000342251214564,156.12,Power line,0.006535947712418301,0.9024972685605386,0.00047438458017014446,power0
P_B344,P_B345,P_L351,Power,0.0018019516060666211,0,-0.013547063326063782,0.020001969493394643,847.515,Power line,0.004084967320261438,1.3517262134071193,0.00042736201998169667,power0
P_B350,P_B373,P_L352,Power,0.056225096985262464,4,-0.0268712049987126,2.0455863363951865,270.821,Power line,0.008986928104575163,4.463550168708315e-18,0.000585128292568954,power4
P_B350,P_B305S,P_L305S,Power,0.05925919589430901,6,-0.035598362366553025,2.3933599175504274,214.387,Power line,0.005718954248366014,-7.623820775546003e-18,0.0006243031610199006,power6
P_B373,P_B361,P_L353,Power,0.05237244933935043,6,-0.04065006899388627,1.91837765556711,112.721,Power line,0.007352941176470588,2.1214097899617277e-17,0.00055658905673929,power6
P_B361,P_B360,P_L363,Power,0.05081271614466443,6,0.03703389296592979,1.868096474621488,116.675,Power line,0.005718954248366014,1.3598357783355315e-17,0.0005410040125152019,power6
P_B351,P_B352,P_L354,Power,0.0046663064427641026,0,-0.02561287531772784,0.12000044754343073,78.206,Power line,0.007352941176470588,-1.2147061383255624e-17,0.00046574112215101287,power0
P_B352,P_B353,P_L355,Power,0.007434077503300515,0,-0.02338418918409085,0.30000843878053035,78.076,Power line,0.006535947712418301,-2.7137238485718778e-17,0.00047428719973734894,power0
P_B353,P_B354,P_L356,Power,0.01017783895999539,0,-0.03787864564843868,0.36005431026602364,70.257,Power line,0.005718954248366014,-1.3385132064831684e-17,0.000482644841266169,power0
P_B354,P_B355,P_L357,Power,0.011993674595657788,0,-0.034665427580584426,0.39011350188549976,78.06,Power line,0.005718954248366014,2.4965363896356912e-18,0.0004912793283209874,power0
P_B355,P_B356,P_L358,Power,0.014697420045950102,0,-0.020313570950961136,0.6701914860487158,78.206,Power line,0.005718954248366014,1.9568841386148723e-17,0.0005006691762550473,power0
P_B356,P_B357,P_L359,Power,0.016486578344010794,0,-0.07173594287753733,0.7004193729477093,75.026,Power line,0.004901960784313725,9.285299196768306e-18,0.0005101877267654749,power0
P_B357,P_B359,P_L360,Power,0.0182650657070308,0,0.08939008293644335,0.730657826856587,52.547,Power line,0.004901960784313725,1.6225635837984744e-17,0.0005183468864428484,power0
P_B359,P_B358,P_L361,Power,0.005591564530036411,0,0.13864350242943754,0.1650197772201889,108.434,Power line,0.007352941176470588,2.659853679838926e-17,0.0005146497140606789,power0
P_B359,P_B360,P_L362,Power,0.024405737864155445,0,0.21022253420425552,0.8958590486680889,86.555,Power line,0.005718954248366014,2.3157813671341523e-17,0.0005275241417033501,power0
P_B360,P_B362,P_L364,Power,0.0028077870669389734,0,0.0123492473811865,0.09000369946258432,64.04,Power line,0.005718954248366014,1.5136653723173632e-17,0.0005288256855507622,power0
P_B360,P_B363,P_L365,Power,0.025272305808703998,0,0.027964817629016113,0.8817848407044285,281.976,Power line,0.006535947712418301,8.18392919324174e-18,0.000515420085601464,power0
P_B363,P_B364,P_L366,Power,0.0018745257783861532,0,-0.04287357294518594,0.2500360646600499,86.393,Power line,0.004901960784313725,-8.598759749506657e-18,0.0004923339504730627,power0
P_B363,P_B365,P_L367,Power,0.021790027627948762,0,-0.04973748840543166,0.48033550138094405,62.211,Power line,0.006535947712418301,1.1145573034551864e-17,0.0004939076619995487,power0
P_B365,P_B366,P_L368,Power,0.019150307787900545,0,-0.040012856221663215,0.42024268019302263,73.298,Power line,0.006535947712418301,1.6662527749681197e-17,0.00048607535284561,power0
P_B366,P_B367,P_L369,Power,0.016486578344010794,0,-0.04081168242061281,0.36015891854578275,78.06,Power line,0.006535947712418301,-8.795217151944786e-18,0.0004775679867553438,power0
P_B367,P_B368,P_L370,Power,0.013798839296279501,0,-0.040444819631478675,0.30009331440249926,70.167,Power line,0.006535947712418301,-1.153103812613217e-17,0.00046947040315588773,power0
P_B368,P_B369,P_L371,Power,0.011087090644706674,0,-0.04252363016839403,0.24005226557931006,79.669,Power line,0.006535947712418301,3.7887823904531266e-18,0.0004615334305286104,power0
P_B369,P_B370,P_L372,Power,0.008351332389292311,0,-0.045161979624559076,0.18002236166351523,65.316,Power line,0.006535947712418301,6.0181438777169675e-18,0.0004540513602452399,power0
P_B370,P_B371,P_L373,Power,0.005591564530036411,0,-0.04473653556935485,0.12000844199070082,70.113,Power line,0.006535947712418301,1.8690215644426593e-17,0.00044725725038076067,power0
P_B371,P_B372,P_L374,Power,0.0028077870669389734,0,-0.04805226732379392,0.060001678152632514,62.211,Power line,0.005718954248366014,1.9989343471259753e-17,0.0004407735119373086,power0
P_B348,P_B349,P_L376,Power,0.002833975166165862,0,-0.015331935367241737,0.04000386648547882,371.306,Power line,0.005718954248366014,3.980087249457237e-17,0.00051887452356763,power0
P_B374,P_B375,P_L379,Power,0.0009640834184269819,5,-0.003424312334556546,5.59421895607445e-11,81.458,Power line,0.0032679738562091504,3.878505048079238e-17,0.000577058945475934,power5
P_B374,P_B376,P_L380,Power,0.0009640834184269819,5,-0.009178241999892263,6.48434481294053e-11,85.506,Power line,0.0032679738562091504,3.449125363583529e-17,0.0005767304665647242,power5
P_B374,P_B385S,P_L385S,Power,0.0028842470540004334,5,-0.03962801504604381,2.2764373700423675e-09,106.928,Power line,0.004084967320261438,3.42150376188722e-17,0.00059319963970488,power5
P_B378,P_B379,P_L387,Power,0.007968792680646477,5,0.001045170025131121,0.25069295113864454,208.224,Power line,0.0032679738562091504,2.4670546926485172e-17,0.0006764917582742945,power5
P_B378,P_B386S,P_L386S,Power,0.00895288696380652,1,-0.028078683804728038,0.25075267861207806,171.202,Power line,0.0032679738562091504,6.797359095132612e-18,0.0007219737201213773,power1
P_B379,P_B380,P_L388,Power,0.006982030663726266,5,0.012962945153788711,0.2506197884145408,179.501,Power line,0.0032679738562091504,4.1030993084329066e-17,0.0006350953436006283,power5
P_B380,P_B381,P_L389,Power,0.005992600913045883,5,-0.01009507320338673,0.25055625419949346,218.994,Power line,0.0032679738562091504,4.065568738349485e-17,0.0005978305622672207,power5
P_B381,P_B382,P_L390,Power,0.005000503428605329,5,-0.021838271525945346,0.2504781528247492,256.132,Power line,0.0032679738562091504,4.890276140601969e-17,0.0005586475944522507,power5
P_B382,P_B383,P_L391,Power,0.004005738210404605,5,-0.0011590984768558394,0.2503859735701682,291.997,Power line,0.0032679738562091504,7.211186626383089e-17,0.0005192907269284688,power5
P_B383,P_B384,P_L392,Power,0.0030083052584437098,5,0.011694553013310646,0.25027977312509114,277.627,Power line,0.0032679738562091504,1.0434078244823659e-16,0.000483598211809522,power5
P_B384,P_B385,P_L393,Power,0.002008204572722644,5,-0.0023018943236845163,0.2501776790831328,473.881,Power line,0.0032679738562091504,1.2316357025397837e-16,0.0004441963639481458,power5
P_B5S,P_B5,P_L5S,Power,0.07913431006557897,7,-0.036514145125236715,14.443428055191957,234.982,Power line,0.004901960784313725,4.110576807920176e-18,0.0008246653459507423,power7
P_B9S,P_B9,P_L9S,Power,0.04510811443311049,2,-0.01488994022958465,6.124900081450766,180.016,Power line,0.004901960784313725,-1.9428409454402337e-19,0.0008935371622370054,power2
P_B23S,P_B28,P_L23S,Power,0.04723913967442446,2,-0.0371966121667658,2.2524568919214003,202.419,Power line,0.005718954248366014,-3.023419176912906e-17,0.000857855436264793,power2
P_B60S,P_B68,P_L60S,Power,0.04014603627909497,6,-0.013851652867547953,6.1370743265326615,192.76,Power line,0.004901960784313725,-2.6211115634271508e-17,0.0006353900736507136,power6
P_B64S,P_B72,P_L64S,Power,0.05527567040241288,2,-0.015320588476388846,2.0749906810941128,175.237,Power line,0.004901960784313725,6.837791025010339e-18,0.0007050829351818692,power2
P_B274S,P_B154,P_L274S,Power,0.0017007371796374801,1,-0.04509655232608183,0.03000088320603268,135.234,Power line,0.0032679738562091504,6.084727263495025e-18,0.0007846917424295161,power1
P_B276S,P_B159,P_L276S,Power,0.0017101077695075427,1,-0.0405858142530387,0.030000848191060508,128.196,Power line,0.0032679738562091504,-3.5766820924384244e-17,0.0007131514727907979,power1
P_B280S,P_B167,P_L280S,Power,0.0016629645600865265,5,-0.04484536517231491,0.15001633696680625,107.6,Power line,0.0032679738562091504,1.1636977219421526e-17,0.0005927122740342644,power5
P_B283S,P_B168,P_L283S,Power,0.0016578629887611274,5,-0.032557559595228575,0.22504965550023642,147.78,Power line,0.0032679738562091504,-4.0384100022906867e-17,0.0005325328199592882,power5
P_B303S,P_B73,P_L303S,Power,0.05065601774385902,2,-0.03861637492376478,0.06000494956516192,203.937,Power line,0.005718954248366014,2.7099880709530038e-17,0.0007287015473146582,power2
W_JIN0,W_JIN10,W_PMA477,Water,0.02554245837209377,5,-0.008143964039592225,0.0148827245109555,52.355,Water pipe,0.0038071065989847713,1.3727449687675748e-17,0.0008724109566104611,water5
W_JIN0,W_JVN838,W_PMA478,Water,0.025447502003740314,5,-0.012056436970887215,0.0146682178423784,168.932,Water pipe,0.0031725888324873096,2.7448453642009867e-18,0.000871436972898808,water5
W_JIN2,W_JIN840,W_PMA480,Water,0.02543784542390776,5,-0.01155564723656255,0.0146682178423784,34.144,Water pipe,0.0038071065989847713,8.058866966950229e-18,0.0008708219586706688,water5
W_JIN2,W_JIN8,W_PMA481,Water,0.02548451889309844,5,-0.008958225885651108,0.0143723248216541,36.767,Water pipe,0.0038071065989847713,8.066341123217835e-18,0.0008710316802828313,water5
W_JIN4,W_JVN842,W_PMA483,Water,0.025629367590586764,5,-0.012442266116798523,0.0143393496792704,99.216,Water pipe,0.0031725888324873096,5.146879336516827e-19,0.0008731902503398112,water5
W_JIN4,W_JIN6,W_PMA484,Water,0.02576938799815881,5,-0.010875689628437938,0.0143063745368866,34.668,Water pipe,0.0038071065989847713,-1.4061478946131609e-18,0.000874390851802823,water5
W_JIN6,W_JVN843,W_PMA485,Water,0.02591906498556341,5,0.0035393788696784787,0.0139710291114626,57.89,Water pipe,0.0031725888324873096,-1.2829395035548198e-18,0.0008754641502791887,water5
W_JIN8,W_JVN841,W_PMA482,Water,0.025540848942121677,5,-0.010425445859684286,0.0143393496792704,108.761,Water pipe,0.0031725888324873096,-6.0626481046544316e-18,0.0008717783239244711,water5
W_JIN10,W_JVN837,W_PMA476,Water,0.025650290180223967,5,0.006340951678840282,0.0154349740316153,69.637,Water pipe,0.0031725888324873096,4.167874027567074e-18,0.0008734328188592411,water5
W_JIN849,W_JIN848,W_PMA489,Water,0.03269235102311463,5,-0.00840838302490378,0.0071705230226083,67.85,Water pipe,0.0038071065989847713,9.457976031623322e-18,0.0008380746152994887,water5
W_JIN849,W_JVN850,W_PMA490,Water,0.03081092738573852,5,0.010213610840597763,0.0071375478802246,68.591,Water pipe,0.0031725888324873096,3.542481193439718e-18,0.0008206787161668552,water5
W_JIN848,W_JVN847,W_PMA488,Water,0.03462527641959771,5,0.005723447236231574,0.0075058684480321,82.96,Water pipe,0.0031725888324873096,5.952802885049181e-18,0.0008593113528902467,water5
W_JIN16,W_JIN852,W_PMA492,Water,0.027402154704846637,5,-0.007280058753146131,0.0071375478802246,12.237,Water pipe,0.0038071065989847713,2.6730360058636098e-18,0.0007750301526561772,water5
W_JIN16,W_JIN853,W_PMA493,Water,0.025839398201944835,5,-0.009166824575633687,0.0069402858676203,34.876,Water pipe,0.0038071065989847713,-1.6417432037389428e-17,0.0007707210623212292,water5
W_JIN853,W_JVN854,W_PMA494,Water,0.024299173718652325,5,0.02705499853823946,0.0065457618387766,25.59,Water pipe,0.0031725888324873096,-1.296014003680882e-17,0.0007652830276910268,water5
W_JIN859,W_JIN858,W_PMA497,Water,0.020389868316439682,5,-0.00872591539565243,0.006120954516862,35.25,Water pipe,0.0038071065989847713,-4.200295410112818e-18,0.0007207769397390633,water5
W_JIN859,W_JVN860,W_PMA498,Water,0.019242344746337743,5,-0.009515067646939424,0.0058842400995507,153.821,Water pipe,0.0031725888324873096,9.218069832041626e-19,0.0007107200450883772,water5
W_JIN858,W_JVN857,W_PMA496,Water,0.021553486186262547,5,0.007819788505184312,0.0065457618387766,57.22,Water pipe,0.0031725888324873096,-6.068834104307157e-18,0.0007264173805492283,water5
W_JIN862,W_JVN861,W_PMA499,Water,0.018297609352719454,1,-0.006417336375094891,0.0058842400995507,119.261,Water pipe,0.0038071065989847713,-2.788274258619657e-18,0.0006976240342360226,water1
W_JIN862,W_JVN867,W_PMA503,Water,0.01701811252490593,1,-0.012654688525175371,0.0052565347072049,133.701,Water pipe,0.0038071065989847713,-9.560304359493755e-18,0.0006880505589259625,water1
W_JIN864,W_JIN1519,W_PMA500,Water,0.01569837994779009,1,-0.02254979070611355,0.0052565347072049,133.064,Water pipe,0.0038071065989847713,8.037408204778907e-18,0.0006784740154925778,water1
W_JIN864,W_JIN865,W_PMA501,Water,0.015259005565408844,1,-0.006257348040008276,0.0046618044572389,46.3,Water pipe,0.0038071065989847713,1.1346745664454737e-17,0.0006742550919388495,water1
W_JIN865,W_JVN866,W_PMA502,Water,0.014826068902915965,2,0.028103445948631848,0.0043856376388521,32.45,Water pipe,0.0031725888324873096,1.0486215045978303e-17,0.0006727208593292375,water2
W_JIN110,W_JVN1021,W_PMA640,Water,0.13014655469325873,6,-0.037960275219439905,0.0010253164962856,183.691,Water pipe,0.005076142131979695,8.540640148444365e-19,0.0008224924735836192,water6
W_JIN110,W_JVN1022,W_PMA641,Water,0.13036382773949123,6,0.016013979024997054,0.001167269438193,62.943,Water pipe,0.005076142131979695,5.5564060129065295e-18,0.0008235989839407603,water6
W_JIN34,W_JIN120,W_PMA638,Water,0.13010470951398434,6,-0.01628715663363845,0.0008833635487018,175.816,Water pipe,0.005710659898477157,1.330250736978462e-17,0.0008221480186613757,water6
W_JIN34,W_JVN1020,W_PMA639,Water,0.13012885096356572,6,-0.001973306302333693,0.0010253164962856,52.23,Water pipe,0.005076142131979695,2.3330355273253232e-17,0.0008217521184263395,water6
W_JIN118,W_JIN122,W_PMA635,Water,0.13047809726750978,6,-0.009604600928782979,0.0007887282578838,103.09,Water pipe,0.005076142131979695,3.0458382935451472e-18,0.0008245874934503755,water6
W_JIN118,W_JVN1018,W_PMA636,Water,0.13024955821147266,6,-0.010778214488381836,0.0008715341387691,75.735,Water pipe,0.004441624365482233,-2.975991063162015e-18,0.0008232820567850299,water6
W_JIN44,W_JIN64,W_PMA631,Water,0.058057772098278226,5,-0.013324691476165045,0.0009585215436618,77.057,Water pipe,0.005076142131979695,1.0235733935298708e-17,0.0008015800437560347,water5
W_JIN44,W_JVN1015,W_PMA632,Water,0.06200087552990482,5,0.007155365412484191,0.0011359627210433,35.036,Water pipe,0.004441624365482233,2.7840536268451158e-18,0.00081545402772142,water5
W_JVN1013,W_JIN68,W_PMA629,Water,0.051761682047452434,5,-0.01233315223031525,0.0008165686017563,101.221,Water pipe,0.005076142131979695,3.3355800183149944e-18,0.0007603704520833484,water5
W_JIN52,W_JVN1010,W_PMA627,Water,0.047099163418300505,1,-0.0012550590345096367,0.0007219333052596,49.169,Water pipe,0.004441624365482233,7.839130001373116e-19,0.0007309653040013131,water1
W_JIN52,W_JIN68,W_PMA628,Water,0.05012811062577856,1,-0.013011710185333402,0.0008047391918236,93.618,Water pipe,0.005076142131979695,-2.943819785637635e-18,0.0007426865030988703,water1
W_JIN74,W_JVN1006,W_PMA624,Water,0.04158847519385584,1,-0.013613691896241634,0.0006036391888968,73.039,Water pipe,0.004441624365482233,1.0597939410186013e-17,0.0007027402874225815,water1
W_JIN74,W_JIN72,W_PMA625,Water,0.04421184604836659,1,-0.016871592638657115,0.0006627862442393,93.64,Water pipe,0.005076142131979695,3.309826503102017e-18,0.00071372432873373,water1
W_JIN58,W_JVN1004,W_PMA622,Water,0.036344952344778525,1,-0.03115681564480795,0.0004783236050698,143.976,Water pipe,0.005076142131979695,-7.904515175713551e-19,0.0006806413018143368,water1
