W_J1,W_J2,W_J3,W_J4,W_J5,W_J6,W_J7,W_J8,W_J9,W_J10,W_J11,W_J12,W_J13,W_J14,W_J15,W_J16,W_J17,W_J18,W_J19,W_J20,W_J21,W_J22,W_J23,W_J24,W_J25,W_J26,W_J27,W_J28,W_J29,W_J30,W_J31,W_J32,W_J33,W_J34,W_J35,W_J36,W_J37,W_J38,W_J39,W_J40,W_J41,W_J42,W_J43,W_J44,W_J45,W_J46,W_J47,W_J48,W_J49,W_J50,W_J51,W_J52,W_J53,W_J54,W_J55,W_R50,W_R51,W_R52,W_R53,W_R54,W_R55,W_R56,W_R57,W_R58,W_T60,W_T61,W_T62,W_T63,W_T64,W_T65,time
4.2812500001028444e-05,0.0,0.0,0.001284409722252834,0.0,0.0009418981481707418,0.004409918981576942,0.0008134606481654841,0.003125393518587407,0.0,0.0007706365740893675,0.0006850115740876005,0.0012415972222460643,0.0,0.0023547453704173445,0.0,0.005266064814919715,0.0016697222222545466,0.0017981712963301463,0.0,0.0036167476852534486,0.0,0.0020978587963372073,0.0020978587963377186,0.0,0.0,0.0002140625000042266,0.0005565740740850226,0.003425081018583064,0.0008134606481634314,0.002012233796334137,0.0,0.00034250000000639243,0.0015412847222509827,8.562500000159753e-05,0.0,4.281250000078352e-05,4.281250000078368e-05,4.2812500000783516e-05,0.0003853125000070487,8.562500000156644e-05,4.281250000078331e-05,0.0,0.00017125000000312843,0.0,4.281250000078191e-05,4.281250000078191e-05,0.0,8.562500000156382e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018785192188881705,-0.017461023506385055,0.0,0.0,0.0,0.0,0.0,-0.00529681133876412,-0.0006487900964435795,0.0,78780
4.2812500001116366e-05,0.0,0.0,0.0012844097222538345,0.0,0.0009418981481707731,0.0044099189815871185,0.0008134606481673026,0.0031253935185929327,0.0,0.0007706365740898927,0.0006850115740878761,0.001241597222249864,0.0,0.002354745370423915,0.0,0.005266064814935429,0.0016697222222595918,0.0017981712963360068,0.0,0.003616747685265423,0.0,0.002097858796339358,0.0020978587963383054,0.0,0.0,0.00021406250000427764,0.0005565740740851553,0.0034250810185949393,0.0008134606481661006,0.0020122337963407707,0.0,0.0003425000000075246,0.0015412847222560843,8.562500000188095e-05,0.0,4.2812500000925045e-05,4.2812500000925194e-05,4.2812500000925045e-05,0.0003853125000083224,8.562500000184948e-05,4.2812500000924835e-05,0.0,0.00017125000000369452,0.0,4.281250000092344e-05,4.2812500000923426e-05,0.0,8.562500000184685e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017189988010950556,0.0,0.0,0.0,-0.018743366161190527,-0.017408179838039436,0.0,0.0,0.0,0.0,0.0,0.007033379416349069,0.004116337463254719,0.0,78840
4.2812500001117064e-05,0.0,0.0,0.0012844097222538533,0.0,0.0009418981481707848,0.004409918981587192,0.0008134606481673162,0.0031253935185929834,0.0,0.0007706365740899099,0.0006850115740878918,0.001241597222249886,0.0,0.0023547453704239564,0.0,0.005266064814935524,0.0016697222222596213,0.001798171296336039,0.0,0.003616747685265488,0.0,0.0020978587963394048,0.0020978587963383544,0.0,0.0,0.00021406250000428274,0.0005565740740851684,0.003425081018595002,0.0008134606481661151,0.0020122337963408067,0.0,0.00034250000000753074,0.0015412847222561119,8.562500000188248e-05,0.0,4.281250000092581e-05,4.281250000092596e-05,4.281250000092581e-05,0.0003853125000083293,8.562500000185101e-05,4.28125000009256e-05,0.0,0.00017125000000369758,0.0,4.2812500000924205e-05,4.281250000092419e-05,0.0,8.562500000184838e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017189412316716147,0.0,0.0,0.0,-0.01874281422686312,-0.01740767491368105,0.0,0.0,0.0,0.0,0.0,0.007022550661579063,0.004125533665103754,0.0,78900
4.281250000111777e-05,0.0,0.0,0.0012844097222538726,0.0,0.0009418981481707965,0.004409918981587266,0.0008134606481673297,0.003125393518593034,0.0,0.0007706365740899272,0.0006850115740879074,0.001241597222249908,0.0,0.0023547453704239976,0.0,0.005266064814935621,0.0016697222222596506,0.0017981712963360708,0.0,0.003616747685265553,0.0,0.002097858796339452,0.0020978587963384034,0.0,0.0,0.00021406250000428778,0.0005565740740851816,0.003425081018595064,0.0008134606481661295,0.002012233796340843,0.0,0.0003425000000075369,0.0015412847222561394,8.562500000188401e-05,0.0,4.2812500000926577e-05,4.281250000092673e-05,4.281250000092657e-05,0.00038531250000833623,8.562500000185256e-05,4.281250000092637e-05,0.0,0.00017125000000370064,0.0,4.2812500000924964e-05,4.2812500000924964e-05,0.0,8.562500000184993e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017188836586608938,0.0,0.0,0.0,-0.01874226192243258,-0.017407169580101516,0.0,0.0,0.0,0.0,0.0,0.007011779566210283,0.004134671392354485,0.0,78960
4.281250000111846e-05,0.0,0.0,0.0012844097222538915,0.0,0.0009418981481708082,0.004409918981587341,0.0008134606481673433,0.003125393518593085,0.0,0.0007706365740899443,0.0006850115740879233,0.0012415972222499301,0.0,0.002354745370424039,0.0,0.005266064814935715,0.0016697222222596803,0.0017981712963361031,0.0,0.003616747685265618,0.0,0.002097858796339499,0.0020978587963384524,0.0,0.0,0.00021406250000429282,0.0005565740740851947,0.0034250810185951263,0.0008134606481661441,0.002012233796340879,0.0,0.000342500000007543,0.001541284722256167,8.562500000188554e-05,0.0,4.281250000092735e-05,4.281250000092749e-05,4.281250000092734e-05,0.0003853125000083431,8.562500000185409e-05,4.281250000092714e-05,0.0,0.00017125000000370373,0.0,4.2812500000925736e-05,4.2812500000925736e-05,0.0,8.562500000185147e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01718826093970569,0.0,0.0,0.0,-0.018741709334777566,-0.01740666393072949,0.0,0.0,0.0,0.0,0.0,0.0070010655249339165,0.004143751549699788,0.0,79020
4.2812500001119165e-05,0.0,0.0,0.0012844097222539106,0.0,0.0009418981481708201,0.004409918981587413,0.0008134606481673571,0.003125393518593135,0.0,0.0007706365740899615,0.000685011574087939,0.0012415972222499518,0.0,0.00235474537042408,0.0,0.005266064814935809,0.00166972222225971,0.0017981712963361352,0.0,0.0036167476852656828,0.0,0.0020978587963395457,0.0020978587963385005,0.0,0.0,0.00021406250000429784,0.0005565740740852079,0.0034250810185951887,0.0008134606481661588,0.002012233796340915,0.0,0.00034250000000754917,0.0015412847222561947,8.562500000188708e-05,0.0,4.281250000092812e-05,4.2812500000928264e-05,4.281250000092811e-05,0.00038531250000835,8.562500000185563e-05,4.281250000092791e-05,0.0,0.00017125000000370682,0.0,4.28125000009265e-05,4.28125000009265e-05,0.0,8.5625000001853e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01718768540796785,0.0,0.0,0.0,-0.01874115649403965,-0.017406157988844484,0.0,0.0,0.0,0.0,0.0,0.006990409959332245,0.004152772800939941,0.0,79080
4.2812500001296825e-05,0.0,0.0,0.0012844097222581199,0.0,0.0009418981481709955,0.0044099189816065205,0.0008134606481708086,0.003125393518605622,0.0,0.0007706365740957142,0.0006850115740932418,0.001241597222256004,0.0,0.002354745370435116,0.0,0.005266064814961696,0.0016697222222678003,0.0017981712963451122,0.0,0.003616747685284032,0.0,0.0020978587963552055,0.002097858796354995,0.0,0.0,0.00021406250000598946,0.0005565740740896061,0.0034250810186133604,0.0008134606481702292,0.002012233796351015,0.0,0.0003425000000092719,0.0015412847222639622,8.562500000231859e-05,0.0,4.281250000114346e-05,4.281250000114361e-05,4.281250000114345e-05,0.0003853125000102881,8.56250000022863e-05,4.281250000114325e-05,0.0,0.00017125000000456817,0.0,4.2812500001141845e-05,4.2812500001141845e-05,0.0,8.562500000228369e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01701034574025214,0.0,0.0,0.0,-0.018606593067702012,-0.017281654899463882,0.0,0.0,0.0,0.0,0.0,0.0,0.010706776576623717,0.0,79140
4.281250000103248e-05,0.0,0.0,0.0012844097222529593,0.0,0.0009418981481708361,0.004409918981577359,0.0008134606481655614,0.0031253935185877064,0.0,0.0007706365740894381,0.000685011574087663,0.001241597222246181,0.0,0.0023547453704175665,0.0,0.005266064814920212,0.0016697222222547034,0.0017981712963303141,0.0,0.003616747685253786,0.0,0.0020978587963374,0.00209785879633791,0.0,0.0,0.00021406250000424612,0.0005565740740850734,0.003425081018583383,0.0008134606481635072,0.0020122337963343253,0.0,0.00034250000000642447,0.0015412847222511267,8.562500000160553e-05,0.0,4.281250000078753e-05,4.281250000078768e-05,4.2812500000787514e-05,0.00038531250000708474,8.562500000157445e-05,4.281250000078732e-05,0.0,0.00017125000000314445,0.0,4.281250000078591e-05,4.281250000078591e-05,0.0,8.562500000157182e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018781893638348444,-0.017458004662294364,0.0,0.0,0.0,0.0,0.0,-0.005288285684666089,-0.0006636331451695197,0.0,79200
4.2812500001032124e-05,0.0,0.0,0.0012844097222529526,0.0,0.0009418981481708341,0.004409918981577319,0.000813460648165554,0.003125393518587682,0.0,0.0007706365740894257,0.0006850115740876516,0.0012415972222461667,0.0,0.0023547453704175414,0.0,0.005266064814920156,0.0016697222222546845,0.0017981712963302924,0.0,0.0036167476852537422,0.0,0.002097858796337367,0.0020978587963378747,0.0,0.0,0.00021406250000424257,0.000556574074085064,0.0034250810185833406,0.0008134606481634974,0.0020122337963343006,0.0,0.00034250000000642024,0.0015412847222511076,8.562500000160446e-05,0.0,4.2812500000787006e-05,4.281250000078715e-05,4.281250000078699e-05,0.00038531250000707997,8.56250000015734e-05,4.2812500000786796e-05,0.0,0.00017125000000314236,0.0,4.2812500000785386e-05,4.281250000078538e-05,0.0,8.562500000157077e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01878209989297765,-0.01745823799757072,0.0,0.0,0.0,0.0,0.0,-0.005270456079065157,-0.0006810231608644134,0.0,79260
4.2812500001031765e-05,0.0,0.0,0.001284409722252946,0.0,0.0009418981481708323,0.0044099189815772774,0.0008134606481655466,0.0031253935185876582,0.0,0.0007706365740894133,0.0006850115740876402,0.0012415972222461526,0.0,0.002354745370417517,0.0,0.005266064814920099,0.001669722222254666,0.0017981712963302708,0.0,0.003616747685253698,0.0,0.002097858796337334,0.0020978587963378396,0.0,0.0,0.00021406250000423897,0.0005565740740850546,0.003425081018583297,0.0008134606481634875,0.0020122337963342754,0.0,0.000342500000006416,0.0015412847222510888,8.562500000160342e-05,0.0,4.281250000078647e-05,4.2812500000786626e-05,4.281250000078647e-05,0.00038531250000707525,8.562500000157233e-05,4.281250000078626e-05,0.0,0.00017125000000314022,0.0,4.2812500000784865e-05,4.281250000078486e-05,0.0,8.562500000156972e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018782306462952987,-0.017458471894270737,0.0,0.0,0.0,0.0,0.0,-0.00525273490251034,-0.0006983038707433943,0.0,79320
4.28125000010314e-05,0.0,0.0,0.0012844097222529396,0.0,0.0009418981481708302,0.0044099189815772375,0.0008134606481655394,0.003125393518587634,0.0,0.0007706365740894009,0.0006850115740876288,0.0012415972222461383,0.0,0.0023547453704174924,0.0,0.005266064814920045,0.0016697222222546472,0.0017981712963302489,0.0,0.003616747685253654,0.0,0.002097858796337301,0.0020978587963378045,0.0,0.0,0.00021406250000423533,0.0005565740740850454,0.0034250810185832547,0.0008134606481634775,0.002012233796334251,0.0,0.00034250000000641184,0.00154128472225107,8.562500000160238e-05,0.0,4.281250000078595e-05,4.28125000007861e-05,4.281250000078594e-05,0.00038531250000707054,8.562500000157129e-05,4.281250000078574e-05,0.0,0.00017125000000313813,0.0,4.281250000078433e-05,4.281250000078433e-05,0.0,8.562500000156866e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018782513347826466,-0.017458706344524393,0.0,0.0,0.0,0.0,0.0,-0.005235121463664587,-0.0007154759744615345,0.0,79380
4.281250000103104e-05,0.0,0.0,0.001284409722252933,0.0,0.0009418981481708281,0.004409918981577198,0.000813460648165532,0.0031253935185876105,0.0,0.0007706365740893885,0.0006850115740876174,0.0012415972222461242,0.0,0.002354745370417468,0.0,0.005266064814919988,0.0016697222222546281,0.0017981712963302274,0.0,0.003616747685253611,0.0,0.0020978587963372685,0.00209785879633777,0.0,0.0,0.00021406250000423178,0.0005565740740850361,0.0034250810185832113,0.0008134606481634676,0.0020122337963342264,0.0,0.00034250000000640767,0.001541284722251051,8.562500000160133e-05,0.0,4.281250000078543e-05,4.2812500000785576e-05,4.2812500000785413e-05,0.0003853125000070658,8.562500000157024e-05,4.281250000078522e-05,0.0,0.00017125000000313604,0.0,4.281250000078381e-05,4.281250000078381e-05,0.0,8.562500000156762e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018782720547352926,-0.017458941340551783,0.0,0.0,0.0,0.0,0.0,-0.00521761509301215,-0.0007325401495596453,0.0,79440
4.281250000103067e-05,0.0,0.0,0.0012844097222529261,0.0,0.000941898148170826,0.004409918981577156,0.0008134606481655245,0.0031253935185875862,0.0,0.0007706365740893763,0.0006850115740876059,0.0012415972222461099,0.0,0.0023547453704174433,0.0,0.005266064814919933,0.0016697222222546093,0.0017981712963302053,0.0,0.0036167476852535666,0.0,0.0020978587963372355,0.0020978587963377347,0.0,0.0,0.0002140625000042282,0.0005565740740850266,0.003425081018583169,0.0008134606481634578,0.0020122337963342017,0.0,0.0003425000000064035,0.001541284722251032,8.562500000160028e-05,0.0,4.2812500000784905e-05,4.2812500000785054e-05,4.281250000078489e-05,0.0003853125000070611,8.56250000015692e-05,4.2812500000784695e-05,0.0,0.00017125000000313396,0.0,4.2812500000783286e-05,4.2812500000783286e-05,0.0,8.562500000156657e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01878292806132451,-0.017459176874726257,0.0,0.0,0.0,0.0,0.0,-0.005200215128885571,-0.000749497065539688,0.0,79500
4.281250000111865e-05,0.0,0.0,0.0012844097222539216,0.0,0.0009418981481708562,0.004409918981587343,0.0008134606481673449,0.0031253935185931074,0.0,0.0007706365740899022,0.0006850115740878815,0.0012415972222499195,0.0,0.0023547453704240245,0.0,0.005266064814935651,0.0016697222222596668,0.0017981712963360842,0.0,0.0036167476852655774,0.0,0.002097858796339385,0.002097858796338317,0.0,0.0,0.0002140625000042785,0.0005565740740851574,0.00342508101859508,0.0008134606481661356,0.0020122337963408574,0.0,0.0003425000000075393,0.0015412847222561505,8.562500000188461e-05,0.0,4.281250000092688e-05,4.281250000092703e-05,4.281250000092688e-05,0.0003853125000083389,8.562500000185315e-05,4.281250000092667e-05,0.0,0.00017125000000370186,0.0,4.2812500000925276e-05,4.281250000092526e-05,0.0,8.562500000185052e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017188800527355094,0.0,0.0,0.0,-0.018741433550179955,-0.017406354622999005,0.0,0.0,0.0,0.0,0.0,0.007107851182021639,0.004036920387933933,0.0,79560
