scenario,strategy,meshedness,water_crew,power_crew,transpo_crew,water_perf_ecs,water_perf_pcs,power_perf_ecs,power_perf_pcs,water_mains,power_lines,transpo_links,all_compons
track252,capacity,low,5,3,3,231.541,366.88,48.326,54.498,8,5,2,15
track252,centrality,low,5,3,3,228.532,373.57,46.582,64.01,8,5,2,15
track252,zone,low,5,3,3,277.526,436.956,54.559,69.136,8,5,2,15
track252,capacity,med,4,1,4,1.365,4.36,1.68,4.049,3,5,3,11
track252,centrality,med,4,1,4,1.365,4.36,1.68,4.049,3,5,3,11
track252,zone,med,4,1,4,1.365,4.357,0.861,2.075,3,5,3,11
track253,capacity,high,2,2,3,45.904,83.347,0.879,7.057,4,3,2,9
track253,centrality,high,2,2,3,135.207,173.025,0.879,7.057,4,3,2,9
track253,zone,high,2,2,3,150.733,200.048,0.879,7.057,4,3,2,9
track253,capacity,low,3,1,1,113.273,224.854,14.893,31.363,6,2,1,9
track253,centrality,low,3,1,1,113.224,224.854,14.893,31.363,6,2,1,9
track253,zone,low,3,1,1,126.303,375.467,14.893,31.363,6,2,1,9
track253,capacity,med,1,1,5,458.549,537.261,2.794,6.732,5,2,4,11
track253,centrality,med,1,1,5,276.481,335.104,2.794,6.732,5,2,4,11
track253,zone,med,1,1,5,468.588,548.11,2.804,6.757,5,2,4,11
track254,capacity,high,4,1,5,430.328,557.379,36.283,11.657,4,2,4,10
track254,centrality,high,4,1,5,430.328,557.379,36.283,11.657,4,2,4,10
track254,zone,high,4,1,5,430.327,557.349,9.532,3.063,4,2,4,10
track254,capacity,low,4,1,1,1263.837,850.993,5.668,7.126,3,2,3,8
track254,centrality,low,4,1,1,670.869,422.922,3.731,8.834,3,2,3,8
track254,zone,low,4,1,1,670.619,422.55,5.668,7.126,3,2,3,8
track254,capacity,med,5,1,1,465.395,550.167,16.477,39.632,4,5,3,12
track254,centrality,med,5,1,1,465.399,550.241,16.502,39.685,4,5,3,12
track254,zone,med,5,1,1,214.633,273.419,12.239,21.289,4,5,3,12
track255,capacity,high,5,3,1,121.336,139.569,1.437,0.462,11,3,0,14
track255,centrality,high,5,3,1,259.676,275.589,1.437,0.462,11,3,0,14
track255,zone,high,5,3,1,471.565,514.976,1.437,0.462,11,3,0,14
track255,capacity,low,1,4,2,567.884,676.419,286.559,333.039,0,3,1,4
track255,centrality,low,1,4,2,567.884,676.419,286.559,333.039,0,3,1,4
track255,zone,low,1,4,2,567.922,676.419,286.559,333.039,0,3,1,4
track255,capacity,med,5,1,1,9.725,16.954,0.0,0.0,4,0,1,5
track255,centrality,med,5,1,1,9.725,16.954,0.0,0.0,4,0,1,5
track255,zone,med,5,1,1,9.725,16.954,0.0,0.0,4,0,1,5
track256,capacity,high,5,4,3,2.31,7.804,0.474,3.808,4,5,4,13
track256,centrality,high,5,4,3,2.315,7.809,0.866,6.956,4,5,4,13
track256,zone,high,5,4,3,2.317,7.816,0.474,3.808,4,5,4,13
track256,capacity,low,1,1,2,168.677,427.175,101.375,147.617,4,5,3,12
track256,centrality,low,1,1,2,122.629,407.137,51.813,91.75,4,5,3,12
track256,zone,low,1,1,2,640.744,560.177,72.887,102.983,4,5,3,12
track256,capacity,med,1,6,2,157.239,195.916,2.33,5.149,2,6,1,9
track256,centrality,med,1,6,2,2.861,5.106,2.33,5.149,2,6,1,9
track256,zone,med,1,6,2,157.239,195.916,2.33,5.149,2,6,1,9
track257,capacity,high,4,5,3,44.419,36.68,0.464,0.298,7,4,2,13
track257,centrality,high,4,5,3,45.022,35.812,0.464,0.298,7,4,2,13
track257,zone,high,4,5,3,37.039,28.589,0.464,0.298,7,4,2,13
track257,capacity,low,3,2,1,15.95,77.751,15.7,10.089,3,3,3,9
track257,centrality,low,3,2,1,15.92,77.751,15.7,10.089,3,3,3,9
track257,zone,low,3,2,1,15.592,77.751,15.7,10.089,3,3,3,9
track257,capacity,med,3,2,1,520.954,551.776,0.464,0.298,9,1,4,14
track257,centrality,med,3,2,1,367.032,393.504,0.464,0.298,9,1,4,14
track257,zone,med,3,2,1,885.024,919.761,0.464,0.298,9,1,4,14
track259,capacity,high,1,2,1,175.979,215.032,7.666,2.463,1,1,3,5
track259,centrality,high,1,2,1,175.979,215.032,7.666,2.463,1,1,3,5
track259,zone,high,1,2,1,175.979,215.032,7.666,2.463,1,1,3,5
track259,capacity,low,5,2,1,39.499,154.195,8.549,5.493,4,2,1,7
track259,centrality,low,5,2,1,39.508,154.195,8.549,5.493,4,2,1,7
track259,zone,low,5,2,1,39.039,154.195,8.549,5.493,4,2,1,7
track259,capacity,med,2,2,1,156.801,189.956,0.472,3.788,3,2,2,7
track259,centrality,med,2,2,1,28.698,56.133,0.472,3.788,3,2,2,7
track259,zone,med,2,2,1,156.801,189.956,0.472,3.788,3,2,2,7
track26,capacity,high,3,1,1,4.199,3.514,0.876,0.563,2,2,3,7
track26,centrality,high,3,1,1,4.199,3.514,0.876,0.563,2,2,3,7
track26,zone,high,3,1,1,4.199,3.514,0.876,0.563,2,2,3,7
track26,capacity,low,1,1,1,8.297,35.976,0.0,0.0,1,0,2,3
track26,centrality,low,1,1,1,8.297,35.976,0.0,0.0,1,0,2,3
track26,zone,low,1,1,1,8.297,35.976,0.0,0.0,1,0,2,3
track26,capacity,med,3,1,3,3.365,3.179,0.0,0.0,2,1,3,6
track26,centrality,med,3,1,3,3.365,3.179,0.0,0.0,2,1,3,6
track26,zone,med,3,1,3,3.365,3.179,0.0,0.0,2,1,3,6
track261,capacity,high,3,4,3,1207.752,1232.149,83.898,68.543,14,12,4,30
track261,centrality,high,3,4,3,1258.386,1259.886,84.831,72.996,14,12,4,30
track261,zone,high,3,4,3,1636.863,1670.569,222.138,192.156,14,12,4,30
track261,capacity,low,4,2,1,3130.655,2628.553,399.464,407.279,13,8,7,28
track261,centrality,low,4,2,1,3182.874,2678.739,394.088,411.744,13,8,7,28
track261,zone,low,4,2,1,3574.036,3333.338,754.986,843.623,13,8,7,28
track261,capacity,med,3,4,1,990.37,1033.505,13.86,4.453,11,7,7,25
track261,centrality,med,3,4,1,1622.249,1689.15,10.846,3.485,11,7,7,25
track261,zone,med,3,4,1,1262.266,1268.407,15.506,4.982,11,7,7,25
track262,capacity,high,5,1,5,519.415,545.835,0.0,0.0,7,1,9,17
track262,centrality,high,5,1,5,1201.221,1250.81,0.0,0.0,7,1,9,17
track262,zone,high,5,1,5,497.831,525.959,0.0,0.0,7,1,9,17
track262,capacity,low,2,3,2,137.213,218.013,11.87,17.042,4,3,3,10
track262,centrality,low,2,3,2,137.054,218.024,11.87,17.042,4,3,3,10
track262,zone,low,2,3,2,1421.02,1062.345,11.87,17.042,4,3,3,10
track262,capacity,med,5,1,4,12.888,26.1,2.601,1.135,5,4,3,12
track262,centrality,med,5,1,4,12.888,26.099,3.442,1.672,5,4,3,12
track262,zone,med,5,1,4,12.889,26.103,3.051,1.806,5,4,3,12
track263,capacity,high,2,3,2,2030.045,2001.122,0.0,0.0,10,11,8,29
track263,centrality,high,2,3,2,1896.249,1911.434,0.0,0.0,10,11,8,29
track263,zone,high,2,3,2,1708.014,1804.237,0.0,0.0,10,11,8,29
track263,capacity,low,5,7,7,893.975,858.432,69.411,94.38,14,9,6,29
track263,centrality,low,5,7,7,1185.974,1213.83,70.604,97.877,14,9,6,29
track263,zone,low,5,7,7,1460.997,1497.069,69.454,94.408,14,9,6,29
track263,capacity,med,4,7,1,2218.855,2284.683,4.145,2.664,16,10,4,30
track263,centrality,med,4,7,1,2261.496,2440.036,4.145,2.664,16,10,4,30
track263,zone,med,4,7,1,3369.486,3459.694,9.743,6.261,16,10,4,30
track264,capacity,high,5,7,2,11.456,14.599,0.0,0.0,5,7,1,13
track264,centrality,high,5,7,2,11.456,14.599,0.0,0.0,5,7,1,13
track264,zone,high,5,7,2,11.456,14.599,0.0,0.0,5,7,1,13
track264,capacity,low,2,7,2,525.041,365.006,32.565,25.005,7,9,2,18
track264,centrality,low,2,7,2,524.796,365.006,32.565,25.005,7,9,2,18
track264,zone,low,2,7,2,655.442,463.973,38.3,28.689,7,9,2,18
track264,capacity,med,2,6,4,1942.449,1970.474,0.953,0.613,9,7,7,23
track264,centrality,med,2,6,4,1862.016,1892.455,0.953,0.613,9,7,7,23
track264,zone,med,2,6,4,1857.644,1885.09,0.953,0.613,9,7,7,23
track265,capacity,high,4,3,1,1.602,1.457,0.0,0.0,4,4,0,8
track265,centrality,high,4,3,1,1.602,1.457,0.0,0.0,4,4,0,8
track265,zone,high,4,3,1,1.602,1.457,0.0,0.0,4,4,0,8
track265,capacity,low,4,1,2,14.368,100.526,0.0,0.0,4,0,1,5
track265,centrality,low,4,1,2,14.396,100.526,0.0,0.0,4,0,1,5
track265,zone,low,4,1,2,13.995,100.526,0.0,0.0,4,0,1,5
track265,capacity,med,7,2,1,858.039,918.156,0.0,0.0,8,2,2,12
track265,centrality,med,7,2,1,1058.112,1102.185,0.0,0.0,8,2,2,12
track265,zone,med,7,2,1,936.351,992.494,0.0,0.0,8,2,2,12
track266,capacity,high,1,2,1,0.0,0.0,0.472,3.788,0,1,3,4
track266,centrality,high,1,2,1,0.0,0.0,0.472,3.788,0,1,3,4
track266,zone,high,1,2,1,0.0,0.0,0.472,3.788,0,1,3,4
track266,capacity,low,1,1,1,11.729,42.455,0.0,0.0,1,0,1,2
track266,centrality,low,1,1,1,11.729,42.455,0.0,0.0,1,0,1,2
track266,zone,low,1,1,1,11.729,42.455,0.0,0.0,1,0,1,2
track266,capacity,med,2,2,1,3.033,5.064,0.472,3.788,1,2,1,4
track266,centrality,med,2,2,1,3.033,5.064,0.472,3.788,1,2,1,4
track266,zone,med,2,2,1,3.033,5.064,0.472,3.788,1,2,1,4
track267,capacity,high,7,1,1,366.432,432.297,16.613,30.832,10,10,2,22
track267,centrality,high,7,1,1,372.332,436.58,24.608,35.996,10,10,2,22
track267,zone,high,7,1,1,208.678,274.447,20.032,25.129,10,10,2,22
track267,capacity,low,6,5,2,636.591,655.051,191.011,191.596,9,11,5,25
track267,centrality,low,6,5,2,648.117,718.229,171.831,201.906,9,11,5,25
track267,zone,low,6,5,2,1041.518,1004.499,271.891,288.064,9,11,5,25
track267,capacity,med,7,3,3,1001.922,1049.264,19.692,25.263,7,11,5,23
track267,centrality,med,7,3,3,719.425,753.155,20.149,25.557,7,11,5,23
track267,zone,med,7,3,3,1422.333,1457.767,27.183,67.383,7,11,5,23
track268,capacity,high,1,7,2,2913.986,2957.367,12.472,11.424,12,7,8,27
track268,centrality,high,1,7,2,3463.645,3513.378,12.472,11.424,12,7,8,27
track268,zone,high,1,7,2,2262.906,2284.263,12.472,11.424,12,7,8,27
track268,capacity,low,2,6,5,722.903,593.938,12.512,19.88,11,5,6,22
track268,centrality,low,2,6,5,728.672,602.585,12.512,19.88,11,5,6,22
track268,zone,low,2,6,5,1101.697,903.36,12.512,19.88,11,5,6,22
track268,capacity,med,5,4,2,185.631,216.883,12.874,20.075,10,7,5,22
track268,centrality,med,5,4,2,220.794,250.078,13.673,27.685,10,7,5,22
track268,zone,med,5,4,2,222.028,249.909,12.995,20.19,10,7,5,22
track269,capacity,high,1,3,3,613.806,645.28,0.0,0.0,3,3,4,10
track269,centrality,high,1,3,3,773.021,811.035,0.0,0.0,3,3,4,10
track269,zone,high,1,3,3,821.11,868.18,0.0,0.0,3,3,4,10
track269,capacity,low,2,2,2,211.388,245.31,8.848,17.563,4,3,2,9
track269,centrality,low,2,2,2,211.235,245.314,6.466,18.966,4,3,2,9
track269,zone,low,2,2,2,156.014,200.208,8.067,24.249,4,3,2,9
track269,capacity,med,5,1,3,605.56,638.63,0.0,0.0,5,1,2,8
track269,centrality,med,5,1,3,605.56,638.63,0.0,0.0,5,1,2,8
track269,zone,med,5,1,3,605.56,638.63,0.0,0.0,5,1,2,8
track27,capacity,high,3,3,1,412.278,515.154,8.239,13.991,9,5,5,19
track27,centrality,high,3,3,1,2626.135,2727.039,8.239,13.991,9,5,5,19
track27,zone,high,3,3,1,2091.908,2282.68,7.845,10.823,9,5,5,19
track27,capacity,low,2,2,4,42.83,180.983,19.757,33.027,5,3,4,12
track27,centrality,low,2,2,4,41.012,179.322,16.703,28.669,5,3,4,12
track27,zone,low,2,2,4,489.116,504.822,16.703,28.669,5,3,4,12
track27,capacity,med,1,5,4,639.618,721.607,10.253,11.681,7,4,4,15
track27,centrality,med,1,5,4,934.694,1045.062,10.253,11.681,7,4,4,15
track27,zone,med,1,5,4,1192.084,1250.543,10.253,11.681,7,4,4,15
track270,capacity,high,1,4,1,4738.241,4790.543,5.578,3.584,18,7,5,30
track270,centrality,high,1,4,1,5932.067,6054.152,5.578,3.584,18,7,5,30
track270,zone,high,1,4,1,4881.765,4989.507,7.145,4.591,18,7,5,30
track270,capacity,low,4,3,5,404.208,481.211,181.866,167.463,8,6,9,23
track270,centrality,low,4,3,5,638.308,693.806,212.571,187.193,8,6,9,23
track270,zone,low,4,3,5,1135.543,1243.094,520.101,529.689,8,6,9,23
track270,capacity,med,4,6,2,2519.483,2532.518,0.0,0.0,11,8,8,27
track270,centrality,med,4,6,2,1175.842,1222.326,0.0,0.0,11,8,8,27
track270,zone,med,4,6,2,2439.546,2443.52,0.0,0.0,11,8,8,27
track271,capacity,high,5,7,4,896.574,929.722,1.846,1.186,10,6,8,24
track271,centrality,high,5,7,4,879.69,912.616,1.846,1.186,10,6,8,24
track271,zone,high,5,7,4,905.723,936.943,1.846,1.186,10,6,8,24
track271,capacity,low,6,4,4,193.669,134.971,30.247,19.435,11,5,4,20
track271,centrality,low,6,4,4,193.869,134.971,30.247,19.435,11,5,4,20
track271,zone,low,6,4,4,231.466,147.33,46.833,30.093,11,5,4,20
track271,capacity,med,3,7,1,828.646,873.659,2.784,1.789,8,9,5,22
track271,centrality,med,3,7,1,452.155,508.292,3.603,2.315,8,9,5,22
track271,zone,med,3,7,1,1256.703,1308.177,3.603,2.315,8,9,5,22
track272,capacity,low,7,2,2,896.979,608.755,103.41,97.488,7,10,4,21
track272,centrality,low,7,2,2,896.941,608.669,101.625,100.827,7,10,4,21
track272,zone,low,7,2,2,510.614,392.4,115.392,106.582,7,10,4,21
track272,capacity,med,1,3,6,1492.157,1513.211,294.068,321.177,10,13,5,28
track273,capacity,high,6,1,2,568.404,633.753,8.011,15.443,14,14,2,30
track273,centrality,high,6,1,2,545.3,643.492,13.392,20.402,14,14,2,30
track273,zone,high,6,1,2,633.331,685.897,9.827,17.121,14,14,2,30
track273,capacity,low,7,7,5,529.764,484.299,35.87,36.685,14,8,4,26
track273,centrality,low,7,7,5,475.121,424.188,35.088,37.07,14,8,4,26
track273,zone,low,7,7,5,451.937,393.532,36.641,37.181,14,8,4,26
track273,capacity,med,3,5,6,608.71,629.867,26.78,37.105,10,15,5,30
track273,centrality,med,3,5,6,910.219,926.764,20.54,28.887,10,15,5,30
track273,zone,med,3,5,6,1001.536,1018.018,18.982,31.481,10,15,5,30
track274,capacity,high,1,4,4,337.745,375.043,4.107,3.666,4,5,3,12
track274,centrality,high,1,4,4,862.666,888.564,4.107,3.666,4,5,3,12
track274,zone,high,1,4,4,925.86,937.585,4.107,3.666,4,5,3,12
track274,capacity,low,4,3,4,690.379,613.718,20.866,19.566,4,2,3,9
track274,centrality,low,4,3,4,690.953,613.718,20.866,19.566,4,2,3,9
track274,zone,low,4,3,4,690.605,613.718,20.866,19.566,4,2,3,9
track274,capacity,med,1,5,4,715.256,736.761,3.86,3.506,4,6,5,15
track274,centrality,med,1,5,4,813.793,837.987,2.282,2.493,4,6,5,15
track274,zone,med,1,5,4,1033.277,1043.437,2.282,2.493,4,6,5,15
track275,capacity,high,1,1,1,270.2,304.837,0.0,0.0,3,0,0,3
track275,centrality,high,1,1,1,270.2,304.837,0.0,0.0,3,0,0,3
track275,zone,high,1,1,1,135.439,162.316,0.0,0.0,3,0,0,3
track275,capacity,low,1,1,1,7.672,5.646,0.0,0.0,1,0,0,1
track275,centrality,low,1,1,1,7.672,5.646,0.0,0.0,1,0,0,1
track275,zone,low,1,1,1,7.672,5.646,0.0,0.0,1,0,0,1
track275,capacity,med,1,1,1,0.006,0.298,0.0,0.0,1,0,1,2
track275,centrality,med,1,1,1,0.006,0.298,0.0,0.0,1,0,1,2
track275,zone,med,1,1,1,0.006,0.298,0.0,0.0,1,0,1,2
track276,capacity,high,3,1,3,3.361,2.664,0.0,0.0,3,0,3,6
track276,centrality,high,3,1,3,3.361,2.664,0.0,0.0,3,0,3,6
track276,zone,high,3,1,3,3.361,2.664,0.0,0.0,3,0,3,6
track276,capacity,low,5,1,1,17.628,79.15,5.29,3.399,5,2,5,12
track276,centrality,low,5,1,1,16.935,79.15,5.29,3.399,5,2,5,12
track276,zone,low,5,1,1,17.393,79.15,5.35,3.438,5,2,5,12
track276,capacity,med,4,1,1,2.749,2.452,0.464,0.298,3,1,4,8
track276,centrality,med,4,1,1,2.749,2.452,0.464,0.298,3,1,4,8
track276,zone,med,4,1,1,2.749,2.452,0.464,0.298,3,1,4,8
track278,capacity,high,1,1,3,602.343,634.576,0.846,2.446,5,5,4,14
track278,centrality,high,1,1,3,566.172,597.997,0.456,1.32,5,5,4,14
track278,zone,high,1,1,3,1138.397,1171.833,0.846,2.446,5,5,4,14
track278,capacity,low,1,3,1,737.869,734.065,3.195,15.689,3,2,3,8
track278,centrality,low,1,3,1,262.047,342.89,3.195,15.689,3,2,3,8
track278,zone,low,1,3,1,2459.737,2677.299,3.195,15.689,3,2,3,8
track278,capacity,med,4,2,1,525.182,586.04,0.0,0.0,5,3,5,13
track278,centrality,med,4,2,1,525.021,585.429,0.0,0.0,5,3,5,13
track278,zone,med,4,2,1,860.04,916.215,0.0,0.0,5,3,5,13
track279,capacity,high,5,2,3,9.61,13.291,0.0,0.0,6,1,5,12
track279,centrality,high,5,2,3,7.687,9.831,0.0,0.0,6,1,5,12
track279,zone,high,5,2,3,98.083,122.581,0.0,0.0,6,1,5,12
track279,capacity,low,2,3,1,70.099,131.246,6.97,7.926,6,3,1,10
track279,centrality,low,2,3,1,69.658,131.085,6.97,7.926,6,3,1,10
track279,zone,low,2,3,1,160.472,207.496,6.97,7.926,6,3,1,10
track279,capacity,med,6,4,6,13.062,8.993,3.724,2.393,6,5,7,18
track279,centrality,med,6,4,6,13.062,8.993,3.724,2.393,6,5,7,18
track279,zone,med,6,4,6,13.062,8.993,3.724,2.393,6,5,7,18
track28,capacity,high,7,3,3,1159.73,1185.004,0.0,0.0,8,4,5,17
track28,centrality,high,7,3,3,608.418,631.64,0.0,0.0,8,4,5,17
track28,zone,high,7,3,3,614.367,634.998,0.0,0.0,8,4,5,17
track28,capacity,low,1,2,4,1799.952,1377.598,15.171,9.748,10,1,3,14
track28,centrality,low,1,2,4,1837.418,1397.794,15.171,9.748,10,1,3,14
track28,zone,low,1,2,4,2479.775,1872.788,15.171,9.748,10,1,3,14
track28,capacity,med,4,2,3,1284.711,1315.629,10.736,22.116,8,6,6,20
track28,centrality,med,4,2,3,650.899,700.544,10.149,22.587,8,6,6,20
track28,zone,med,4,2,3,992.065,1042.743,16.42,35.154,8,6,6,20
track280,capacity,high,6,2,3,729.501,766.535,25.358,42.379,9,5,8,22
track280,centrality,high,6,2,3,731.844,790.525,25.358,42.379,9,5,8,22
track280,zone,high,6,2,3,653.14,701.929,24.963,39.21,9,5,8,22
track280,capacity,low,7,7,1,78.852,142.224,270.632,253.135,10,6,2,18
track280,centrality,low,7,7,1,78.851,142.224,270.632,253.135,10,6,2,18
track280,zone,low,7,7,1,130.772,157.422,270.632,253.135,10,6,2,18
track280,capacity,med,5,2,2,12.712,31.892,13.841,13.34,6,7,2,15
track280,centrality,med,5,2,2,12.712,31.892,13.841,13.34,6,7,2,15
track280,zone,med,5,2,2,171.363,216.369,7.454,7.184,6,7,2,15
track281,capacity,high,4,6,1,1741.579,1780.591,3.25,12.468,22,6,2,30
track281,centrality,high,4,6,1,1504.292,1530.298,3.25,12.468,22,6,2,30
track281,zone,high,4,6,1,1175.552,1184.247,3.25,12.468,22,6,2,30
track281,capacity,low,2,1,2,1730.648,1447.011,225.325,250.771,14,7,6,27
track281,centrality,low,2,1,2,1857.515,1571.094,239.707,275.159,14,7,6,27
track281,zone,low,2,1,2,2884.147,2943.394,802.131,922.32,14,7,6,27
track281,capacity,med,7,4,3,2418.428,2462.124,2.327,18.694,16,4,10,30
track281,centrality,med,7,4,3,2512.675,2555.628,2.327,18.694,16,4,10,30
track281,zone,med,7,4,3,2721.93,2751.137,2.35,18.877,16,4,10,30
track282,capacity,high,3,4,5,1031.471,1050.869,6.982,9.406,7,5,6,18
track282,centrality,high,3,4,5,1155.572,1171.988,5.951,6.92,7,5,6,18
track282,zone,high,3,4,5,1295.156,1315.108,6.982,9.406,7,5,6,18
track282,capacity,low,6,2,3,476.809,400.617,45.668,96.703,7,3,2,12
track282,centrality,low,6,2,3,476.614,400.617,45.668,96.703,7,3,2,12
track282,zone,low,6,2,3,476.852,400.617,45.668,96.703,7,3,2,12
track282,capacity,med,5,3,2,345.067,383.275,0.0,0.0,8,4,1,13
track282,centrality,med,5,3,2,538.319,568.477,0.0,0.0,8,4,1,13
track282,zone,med,5,3,2,488.81,523.055,0.0,0.0,8,4,1,13
track283,capacity,high,3,2,4,1.936,1.528,0.474,3.808,2,2,3,7
track283,centrality,high,3,2,4,1.936,1.528,0.474,3.808,2,2,3,7
track283,zone,high,3,2,4,1.936,1.528,0.474,3.808,2,2,3,7
track283,capacity,low,3,1,3,15.541,41.556,3.692,2.372,3,1,2,6
track283,centrality,low,3,1,3,15.541,41.556,3.692,2.372,3,1,2,6
track283,zone,low,3,1,3,15.602,41.556,3.692,2.372,3,1,2,6
track283,capacity,med,3,2,3,581.002,614.317,0.464,0.298,2,1,4,7
track283,centrality,med,3,2,3,581.001,614.313,0.464,0.298,2,1,4,7
track283,zone,med,3,2,3,581.002,614.317,0.464,0.298,2,1,4,7
track284,capacity,high,4,4,4,3.985,6.177,0.464,0.298,3,4,7,14
track284,centrality,high,4,4,4,3.985,6.177,0.464,0.298,3,4,7,14
track284,zone,high,4,4,4,3.985,6.177,0.464,0.298,3,4,7,14
track284,capacity,low,6,2,2,49.592,190.523,50.968,36.179,5,3,5,13
track284,centrality,low,6,2,2,37.41,143.926,39.833,29.024,5,3,5,13
track284,zone,low,6,2,2,49.545,190.523,50.968,36.179,5,3,5,13
track284,capacity,med,7,5,2,4.477,7.144,0.464,0.298,6,4,8,18
track284,centrality,med,7,5,2,4.474,7.092,0.464,0.298,6,4,8,18
track284,zone,med,7,5,2,4.477,7.144,0.464,0.298,6,4,8,18
track285,capacity,high,6,3,1,12.693,20.115,0.0,0.0,5,6,0,11
track285,centrality,high,6,3,1,12.693,20.115,0.0,0.0,5,6,0,11
track285,zone,high,6,3,1,12.692,20.114,0.0,0.0,5,6,0,11
track285,capacity,low,3,4,1,34.663,62.178,13.766,12.33,3,3,0,6
track285,centrality,low,3,4,1,34.632,62.178,13.766,12.33,3,3,0,6
track285,zone,low,3,4,1,34.632,62.178,13.766,12.33,3,3,0,6
track285,capacity,med,5,1,1,13.15,25.996,0.943,0.606,6,5,1,12
track285,centrality,med,5,1,1,45.781,75.694,2.531,1.626,6,5,1,12
track285,zone,med,5,1,1,14.765,22.181,1.762,1.132,6,5,1,12
track286,capacity,high,3,1,3,1219.037,1271.093,28.091,9.025,8,3,5,16
track286,centrality,high,3,1,3,588.529,659.37,28.091,9.025,8,3,5,16
track286,zone,high,3,1,3,1219.873,1273.07,28.344,9.106,8,3,5,16
track286,capacity,low,3,3,2,860.512,953.056,298.925,339.754,3,2,4,9
track286,centrality,low,3,3,2,860.46,953.056,298.925,339.754,3,2,4,9
track286,zone,low,3,3,2,860.512,953.056,298.925,339.754,3,2,4,9
track286,capacity,med,2,6,1,433.277,545.549,28.394,9.123,5,5,1,11
track286,centrality,med,2,6,1,381.083,446.444,28.394,9.123,5,5,1,11
track286,zone,med,2,6,1,687.954,743.891,28.394,9.123,5,5,1,11
track287,capacity,high,6,2,1,5.483,4.16,5.29,3.399,5,8,3,16
track287,centrality,high,6,2,1,5.483,4.16,8.425,5.413,5,8,3,16
track287,zone,high,6,2,1,5.483,4.16,5.33,3.425,5,8,3,16
track287,capacity,low,4,1,2,114.495,108.172,13.312,8.554,6,2,3,11
track287,centrality,low,4,1,2,136.701,116.156,13.312,8.554,6,2,3,11
track287,zone,low,4,1,2,103.932,102.812,23.254,14.942,6,2,3,11
track287,capacity,med,2,6,1,226.245,256.607,3.712,2.385,6,7,4,17
track287,centrality,med,2,6,1,310.829,343.479,3.712,2.385,6,7,4,17
track287,zone,med,2,6,1,277.643,306.648,3.712,2.385,6,7,4,17
track288,capacity,high,6,5,2,340.226,413.317,4.11,4.623,12,9,4,25
track288,centrality,high,6,5,2,389.201,462.722,3.245,3.112,12,9,4,25
track288,zone,high,6,5,2,375.646,454.874,3.26,3.121,12,9,4,25
track288,capacity,low,7,6,1,1032.787,1044.692,282.588,338.673,8,6,1,15
track288,centrality,low,7,6,1,1032.55,1044.676,282.588,338.673,8,6,1,15
track288,zone,low,7,6,1,1032.572,1044.676,282.588,338.673,8,6,1,15
track288,capacity,med,3,1,4,888.829,953.158,149.431,100.897,6,8,7,21
track288,centrality,med,3,1,4,1038.946,1097.613,134.265,98.072,6,8,7,21
track288,zone,med,3,1,4,1186.176,1249.086,138.655,86.686,6,8,7,21
track289,capacity,high,2,2,1,564.107,588.049,9.885,6.352,2,4,1,7
track289,centrality,high,2,2,1,564.318,591.744,9.885,6.352,2,4,1,7
track289,zone,high,2,2,1,564.107,588.049,9.885,6.352,2,4,1,7
track289,capacity,low,1,1,2,631.867,493.019,2.845,1.828,3,1,1,5
track289,centrality,low,1,1,2,480.754,403.072,2.845,1.828,3,1,1,5
track289,zone,low,1,1,2,510.809,421.587,2.845,1.828,3,1,1,5
track289,capacity,med,2,2,2,555.032,578.346,0.0,0.0,2,2,2,6
track289,centrality,med,2,2,2,555.032,578.346,0.0,0.0,2,2,2,6
track289,zone,med,2,2,2,555.032,578.346,0.0,0.0,2,2,2,6
track29,capacity,high,3,2,4,0.776,1.147,0.0,0.0,2,4,3,9
track29,centrality,high,3,2,4,0.776,1.147,0.0,0.0,2,4,3,9
track29,zone,high,3,2,4,0.776,1.147,0.0,0.0,2,4,3,9
track29,capacity,low,2,6,1,61.309,115.564,183.461,166.171,3,7,1,11
track29,centrality,low,2,6,1,61.294,115.564,183.461,166.171,3,7,1,11
track29,zone,low,2,6,1,234.84,245.228,184.579,166.889,3,7,1,11
track29,capacity,med,3,1,2,8.628,20.119,0.0,0.0,3,3,1,7
track29,centrality,med,3,1,2,8.628,20.12,0.0,0.0,3,3,1,7
track29,zone,med,3,1,2,8.627,20.119,0.0,0.0,3,3,1,7
track290,capacity,high,6,5,5,8.312,19.806,0.933,8.993,7,4,4,15
track290,centrality,high,6,5,5,241.379,286.336,0.933,8.993,7,4,4,15
track290,zone,high,6,5,5,717.653,736.698,0.933,8.993,7,4,4,15
track290,capacity,low,7,2,3,16.194,113.979,5.126,6.442,7,2,5,14
track290,centrality,low,7,2,3,16.56,113.979,5.126,6.442,7,2,5,14
track290,zone,low,7,2,3,16.422,113.979,5.126,6.442,7,2,5,14
track290,capacity,med,3,2,5,0.147,0.342,4.198,5.845,2,2,4,8
track290,centrality,med,3,2,5,0.147,0.342,4.198,5.845,2,2,4,8
track290,zone,med,3,2,5,0.147,0.342,4.198,5.845,2,2,4,8
track292,capacity,high,1,4,2,1992.9,1998.686,8.319,10.045,14,15,1,30
track292,centrality,high,1,4,2,2592.846,2663.151,12.298,20.761,14,15,1,30
track292,zone,high,1,4,2,2642.319,2721.563,9.279,10.663,14,15,1,30
track292,capacity,low,6,1,4,242.44,304.448,226.738,164.04,14,10,4,28
