time_stamp,components,fail_perc
6000,W_PMA711,50
6000,W_PMA687,50
6000,W_PMA856,50
6000,W_PMA833,50
6000,W_PMA758,50
6000,W_PMA679,50
6000,W_PMA737,50
6000,W_PMA766,50
6000,P_L329,50
6000,P_L335,50
6000,T_L193,50
6000,T_L195,50
6000,T_L56,50
