time_stamp,components,fail_perc
6000,W_PMA687,50
6000,W_PMA855,50
6000,W_PMA856,50
6000,W_PMA834,50
6000,W_PMA833,50
6000,W_PMA737,50
6000,W_PMA770,50
6000,P_L377,50
6000,P_L336,50
6000,P_L345,50
6000,T_L37,50
6000,T_L168,50
