W_P10,W_P11,W_P12,W_P21,W_P22,W_P31,W_P110,W_P111,W_P112,W_P113,W_P121,W_P122,W_WP9,time
0.14390806917799231,0.09823089874813053,0.007039139503860822,0.017255067250950242,0.008733409596139179,0.0031860246189115383,-0.07450885313799231,0.03621364096986178,0.007219376646277398,0.0007301198638608215,0.009495044258911537,0.0031229950210884616,0.14390806917799231,2820
0.14387235372463814,0.09820326293155968,0.007040588225502294,0.017247944388413868,0.008731960874497706,0.0031850678446645755,-0.07447313768463812,0.036205561333078444,0.007226007561419262,0.0007315685855022945,0.009494087484664576,0.0031239517953354245,0.14387235372463814,2880
0.1438366468561281,0.09817563336557493,0.007042036943922514,0.017240823304194342,0.008730512156077485,0.0031841116263588206,-0.0744374308161281,0.036197484030553166,0.007232636145524321,0.0007330173039225141,0.00949313126635882,0.0031249080136411794,0.1438366468561281,2940
0.14380094857436668,0.0981480100518292,0.007043485658112082,0.01723370399869544,0.008729063441887917,0.0031831559638420175,-0.07440173253436666,0.03618940906253746,0.007239262399350461,0.0007344660181120821,0.009492175603842018,0.0031258636761579825,0.14380094857436668,3000
0.14376525888125818,0.09812039299197478,0.007044934367060814,0.017226586472321448,0.008727614732939185,0.0031822008569619437,-0.07436604284125818,0.036181336429283395,0.007245886323655796,0.0007359147270608142,0.009491220496961944,0.0031268187830380562,0.14376525888125818,3060
0.1437295777787065,0.0980927821876637,0.0070463830697628516,0.01721947072547627,0.008726166030237148,0.003181246305566533,-0.07433036173870651,0.036173266131042804,0.007252507919194343,0.000737363429762852,0.009490265945566533,0.003127773334433467,0.1437295777787065,3120
0.1436939052686148,0.09806517764054762,0.007047831765213362,0.01721235675856387,0.008724717334786638,0.0031802923095033,-0.07429468922861479,0.036165198168067174,0.007259127186719468,0.0007388121252133627,0.0094893119495033,0.0031287273304967,0.1436939052686148,3180
0.14365824135288607,0.09803757935227782,0.007049280452411065,0.01720524457198832,0.008723268647588935,0.003179338868619934,-0.07425902531288607,0.036157132540608254,0.007265744126980682,0.0007402608124110649,0.009488358508619933,0.003129680771380066,0.14365824135288607,3240
0.14362258603342296,0.09800998732450532,0.007050729130355662,0.017198134166153466,0.008721819969644337,0.003178385982764156,-0.07422336999342294,0.03614906924891762,0.0072723587407267165,0.0007417094903556623,0.009487405622764155,0.003130633657235844,0.14362258603342296,3300
0.1435869393121276,0.0979824015588806,0.007052177798050094,0.01719102554146347,0.008720371301949905,0.003177433651783497,-0.07418772327212758,0.03614100829324697,0.007278971028702938,0.0007431581580500941,0.009486453291783497,0.003131585988216503,0.1435869393121276,3360
0.14355130119090168,0.09795482205705422,0.007053626454498665,0.01718391869832183,0.008718922645501335,0.0031764818755256074,-0.07415208515090166,0.03613294967384744,0.007285580991653899,0.0007446068144986646,0.009485501515525607,0.0031325377644743926,0.14355130119090168,3420
0.14351567167164664,0.09792724882067623,0.007055075098708884,0.017176813637132526,0.008717474001291116,0.003175530653837873,-0.07411645563164664,0.0361248933909704,0.0072921886303207156,0.0007460554587088837,0.009484550293837874,0.003133488986162127,0.14351567167164664,3480
0.14348005075626333,0.09789968185139587,0.007056523729690467,0.0171697103582996,0.008716025370309532,0.0031745799865678477,-0.07408083471626332,0.03611683944486745,0.007298793945442084,0.0007475040896904675,0.009483599626567848,0.0031344396534321523,0.14348005075626333,3540
0.14344443844665242,0.09787212115086277,0.0070579723464541475,0.017162608862226723,0.008714576753545852,0.003173629873562903,-0.0740452224066524,0.03610878783578963,0.007305396937756226,0.0007489527064541478,0.009482649513562903,0.003135389766437097,0.14344443844665242,3600
0.14340883474471391,0.09784456672072574,0.0070594209480148344,0.01715550914931768,0.008713128151985165,0.003172680314670484,-0.0740096187047139,0.03610073856398816,0.007311997607997003,0.0007504013080148346,0.009481699954670485,0.003136339325329516,0.14340883474471391,3660
0.14337323965234774,0.09781701856263375,0.007060869533387743,0.017148411219976057,0.008711679566612257,0.0031717313097379286,-0.07397402361234774,0.036092691629713985,0.007318595956898271,0.0007518498933877431,0.009480750949737929,0.0031372883302620714,0.14337323965234774,3720
0.14333765317145306,0.09778947667823468,0.007062318101591891,0.017141315074605788,0.008710230998408109,0.003170782858612582,-0.07393843713145305,0.03608464703321837,0.007325191985189739,0.000753298461591891,0.009479802498612582,0.003138236781387418,0.14333765317145306,3780
0.1433020753039286,0.0977619410691765,0.00706376665164728,0.017134220713610402,0.00870878244835272,0.0031698349611417004,-0.07390285926392862,0.0360766047747521,0.007331785693600617,0.0007547470116472807,0.0094788546011417,0.0031391846788582996,0.1433020753039286,3840
0.14326650605167315,0.09773441173710712,0.007065215182576771,0.01712712813739363,0.008707333917423229,0.003168887617172385,-0.07386729001167314,0.03606856485456601,0.007338377082857217,0.0007561955425767708,0.009477907257172385,0.003140132022827615,0.14326650605167315,3900
0.14323094541658465,0.0977068886836735,0.007066663693405711,0.017120037346359113,0.008705885406594288,0.0031679408265520292,-0.07383172937658465,0.03606052727291115,0.007344966153683147,0.0007576440534057114,0.00947696046655203,0.0031410788134479707,0.14323094541658465,3960
0.14319539340056078,0.0976793719105229,0.00706811218316078,0.017112948340910206,0.00870443691683922,0.003166994589127661,-0.07379617736056077,0.036052492030037867,0.007351552906801355,0.0007590925431607796,0.009476014229127661,0.003142025050872339,0.14319539340056078,4020
0.14315985000549866,0.09765186141930154,0.007069560650872053,0.017105861121450648,0.008702988449127947,0.0031660489047464694,-0.07376063396549867,0.036044459126197116,0.0073581373429308285,0.0007605410108720535,0.00947506854474647,0.0031429707352535305,0.14315985000549866,4080
0.14312431523329527,0.0976243572116559,0.0070710090955702345,0.01709877568838393,0.008701540004429765,0.003165103773255428,-0.07372509919329527,0.03603642856163936,0.007364719462790405,0.0007619894555702349,0.009474123413255427,0.003143915866744572,0.14312431523329527,4140
0.14308878908584696,0.09759685928923191,0.0070724575162898476,0.017091692042113332,0.008700091583710151,0.0031641591945016888,-0.07368957304584695,0.03602840033661502,0.00737129926709513,0.0007634378762898476,0.009473178834501689,0.003144860445498311,0.14308878908584696,4200
0.14305327156504952,0.09756936765367474,0.007073905912066884,0.017084610183042657,0.008698643187933116,0.0031632151683320983,-0.0736540555250495,0.03602037445137476,0.007377876756558362,0.0007648862720668839,0.009472234808332099,0.0031458044716679017,0.14305327156504952,4260
0.14301776267279862,0.09754188230663012,0.007075354281938317,0.01707753011157477,0.008697194818061683,0.003162271694593731,-0.07361854663279863,0.03601235090616851,0.007384451931893181,0.0007663346419383173,0.009471291334593731,0.003146747945406269,0.14301776267279862,4320
0.14298226241098935,0.09751440324974256,0.007076802624946121,0.017070451828113432,0.008695746475053879,0.0031613287731333544,-0.07358304637098935,0.036004329701246784,0.007391024793807093,0.0007677829849461212,0.009470348413133354,0.0031476908668666456,0.14298226241098935,4380
0.14294677078151646,0.09748693048465663,0.007078250940131849,0.017063375333061858,0.008694298159868151,0.0031603864037979697,-0.07354755474151647,0.03599631083685983,0.007397595343008323,0.0007692313001318486,0.00946940604379797,0.0031486332362020302,0.14294677078151646,4440
0.14291128778627404,0.09745946401301643,0.007079699226540224,0.017056300626823256,0.008692849873459776,0.003159444586434345,-0.07351207174627403,0.035988294313257604,0.007404163580202176,0.0007706795865402241,0.009468464226434345,0.003149575053565655,0.14291128778627404,4500
0.14287581342715605,0.097432003836466,0.007081147483217132,0.017049227709800836,0.008691401616782867,0.0031585033208892128,-0.07347659738715605,0.03598028013069005,0.007410729506092818,0.0007721278432171325,0.009467522960889213,0.003150516319110787,0.14287581342715605,4560
0.14284034770605591,0.09740454995664867,0.0070825957092131835,0.017042156582397865,0.008689953390786816,0.0031575626070093755,-0.07344113166605591,0.03597226828940724,0.007417293121379575,0.0007735760692131834,0.009466582247009376,0.0031514570329906244,0.14284034770605591,4620
0.14280489062486654,0.09737710237520739,0.007084043903577858,0.017035087245017587,0.008688505196422142,0.0031566224446415475,-0.07340567458486653,0.035964258789659136,0.007423854426763006,0.0007750242635778581,0.009465642084641547,0.0031523971953584524,0.14280489062486654,4680
0.14276944218548024,0.09734966109378519,0.007085492065365491,0.017028019698062752,0.008687057034634509,0.0031556828336322916,-0.07337022614548025,0.035956251631695045,0.007430413422939466,0.0007764724253654916,0.009464702473632292,0.0031533368063677084,0.14276944218548024,4740
0.14273400238978942,0.09732222611402437,0.007086940193631406,0.017020953941936715,0.008685608906368594,0.0031547437738283137,-0.0733347863497894,0.03594824681576503,0.007436970110603565,0.000777920553631406,0.009463763413828314,0.0031542758661716862,0.14273400238978942,4800
0.14269857123968555,0.09729479743756696,0.0070883882874315084,0.017013889977042437,0.008684160812568491,0.0031538052650761346,-0.07329935519968553,0.03594024434211857,0.007443524490449918,0.0007793686474315082,0.009462824905076135,0.0031552143749238653,0.14269857123968555,4860
0.14266314873705982,0.09726737506605447,0.007089836345827036,0.017006827803782976,0.008682712754172964,0.0031528673072223476,-0.0732639326970598,0.035932244211005326,0.00745007656316764,0.0007808167058270359,0.009461886947222347,0.0031561523327776524,0.14266314873705982,4920
0.14262773488380304,0.09723995900112872,0.00709128436787882,0.016999767422560947,0.008681264732121179,0.003151929900113354,-0.07322851884380302,0.035924246422674305,0.007456626329446876,0.0007822647278788205,0.009460949540113353,0.003157089739886646,0.14262773488380304,4980
0.1425923296818055,0.09721254924443026,0.007092732352650634,0.016992708833779627,0.008679816747349366,0.0031509930435956084,-0.0731931136418055,0.03591625097737524,0.00746317378997413,0.0007837127126506344,0.00946001268359561,0.0031580265964043916,0.1425923296818055,5040
0.14255693313295711,0.09718514579759985,0.007094180299208438,0.016985652037841616,0.008678368800791562,0.003150056737515634,-0.0731577170929571,0.03590825787535725,0.007469718945434314,0.0007851606592084383,0.009459076377515634,0.003158962902484366,0.14255693313295711,5100
0.14252154523914723,0.09715774866227783,0.007095628206620279,0.016978597035149694,0.00867692089337972,0.0031491209817196978,-0.07312232919914723,0.035900267116869396,0.00747626179651033,0.0007866085666202791,0.009458140621719697,0.003159898658280302,0.14252154523914723,5160
0.1424861660022649,0.09713035784010401,0.0070970760739555916,0.016971543826106796,0.00867547302604441,0.0031481857760541,-0.07308694996226492,0.0358922787021609,0.007482802343883511,0.0007880564339555915,0.0094572054160541,0.0031608338639459,0.1424861660022649,5220
0.1424507954241986,0.09710297333271821,0.007098523900287603,0.016964492411115282,0.008674025199712396,0.0031472511203651274,-0.07305157938419862,0.03588429263148041,0.007489340588231987,0.0007895042602876033,0.009456270760365128,0.0031617685196348726,0.1424507954241986,5280
0.14241543350683653,0.09707559514175945,0.007099971684688911,0.01695744279057801,0.00867257741531109,0.003146317014499046,-0.07301621746683651,0.03587630890507706,0.007495876530234034,0.0007909520446889105,0.009455336654499047,0.003162702625500954,0.14241543350683653,5340
0.1423800802520662,0.09704822326886643,0.007101419426237449,0.016950394964897676,0.00867112967376255,0.0031453834583020676,-0.07298086421206619,0.035868327523199746,0.0075024101705628045,0.0007923997862374492,0.009454403098302068,0.0031636361816979324,0.1423800802520662,5400
0.14234473566177483,0.09702085771567782,0.007102867124010675,0.016943348934476618,0.008669681975989326,0.0031444504516203657,-0.07294551962177481,0.03586034848609698,0.0075089415098923435,0.0007938474840106743,0.009453470091620366,0.0031645691883796343,0.14234473566177483,5460
0.142309399737849,0.09699349848383178,0.007104314777088091,0.016936304699717263,0.008668234322911908,0.0031435179942999464,-0.07291018369784899,0.035852371794017214,0.0075154705488946994,0.0007952951370880918,0.009452537634299946,0.0031655016457000536,0.142309399737849,5520
0.14227407248217516,0.09696614557496601,0.007105762384553462,0.01692926226102219,0.008666786715446538,0.003142586086186944,-0.07287485644217515,0.03584439744720914,0.007521997288237403,0.0007967427445534618,0.009451605726186944,0.003166433553813056,0.14227407248217516,5580
0.1422387538966391,0.09693879899071788,0.0071072099454906725,0.01692222161879391,0.008665339154509327,0.0031416547271273026,-0.07283953785663909,0.035836425445921215,0.007528521728588117,0.000798190305490673,0.009450674367127302,0.0031673649128726973,0.1422387538966391,5640
0.14220344398312615,0.09691145873272448,0.007108657458986003,0.01691518277343452,0.008663891641013997,0.00314072391696712,-0.07280422794312613,0.03582845579040164,0.00753504387061236,0.0007996378189860029,0.00944974355696712,0.00316829572303288,0.14220344398312615,5700
0.14216814274352096,0.09688412480262236,0.007110104924128402,0.016908145725346335,0.008662444175871599,0.0031397936555522432,-0.07276892670352095,0.03582048848089858,0.00754156371497302,0.0008010852841284021,0.009448813295552243,0.0031692259844477567,0.14216814274352096,5760
0.14213285017970828,0.09685679720204798,0.007111552340007839,0.016901110474931706,0.008660996759992162,0.0031388639427285844,-0.07273363413970828,0.03581252351766029,0.007548081262331873,0.0008025327000078385,0.009447883582728585,0.0031701556972714155,0.14213285017970828,5820
0.14209756629357187,0.09682947593263719,0.007112999705717319,0.016894077022592643,0.008659549394282682,0.003137934778342025,-0.07269835025357187,0.03580456090093467,0.007554596513348012,0.0008039800657173186,0.009446954418342025,0.003171084861657975,0.14209756629357187,5880
0.14206229108699533,0.09680216099602561,0.007114447020351189,0.01688704536873141,0.008658102079648811,0.003137006162238296,-0.07266307504699532,0.035796600630969705,0.007561109468679106,0.0008054273803511889,0.009446025802238295,0.003172013477761704,0.14206229108699533,5940
0.14202702456186148,0.09677485239384832,0.007115894283005823,0.01688001551374987,0.008656654816994177,0.0031360780942632856,-0.07262780852186149,0.03578864270801316,0.007567620128981022,0.0008068746430058226,0.009445097734263285,0.0031729415457367144,0.14202702456186148,6000
0.14199176672005315,0.09674755012774028,0.007117341492780536,0.016872987458050267,0.008655207607219464,0.003135150574262602,-0.07259255068005314,0.03578068713231287,0.007574128494906595,0.0008083218527805363,0.009444170214262602,0.003173869065737398,0.14199176672005315,6060
0.14195651756345237,0.09672025419933611,0.007118788648774761,0.016865961202034364,0.008653760451225238,0.003134223602081902,-0.07255730152345238,0.03577273390411627,0.0075806345671089745,0.0008097690087747617,0.009443243242081902,0.003174796037918098,0.14195651756345237,6120
0.14192127709394045,0.09669296461026947,0.007120235750092454,0.016858936746104017,0.008652313349907546,0.003133297177566964,-0.07252206105394045,0.03576478302367098,0.007587138346236565,0.0008112161100924539,0.009442316817566963,0.003175722462433036,0.14192127709394045,6180
0.14188604531339882,0.09666568136217432,0.007121682795836658,0.016851914090661235,0.008650866304163342,0.003132371300563258,-0.0724868292733988,0.03575683449122449,0.007593639832938852,0.0008126631558366574,0.009441390940563258,0.003176648339436742,0.14188604531339882,6240
0.1418508222237081,0.09663840445668428,0.007123129785115051,0.01684489323610746,0.00864941931488495,0.00313144597091634,-0.07245160618370809,0.0357488883070238,0.007600139027861149,0.0008141101451150507,0.00944046561091634,0.00317757366908366,0.1418508222237081,6300
0.1418156078267484,0.09661113389543204,0.007124576717035568,0.016837874182844624,0.008647972382964431,0.003130521188471745,-0.0724163917867484,0.03574094447131637,0.007606635931648063,0.0008155570770355679,0.009439540828471746,0.003178498451528255,0.1418156078267484,6360
0.14178040212439944,0.09658386968004992,0.007126023590708771,0.0168308569312746,0.008646525509291228,0.0031295969530749155,-0.07238118608439945,0.03573300298434952,0.0076131305449417125,0.0008170039507087715,0.009438616593074916,0.0031794226869250844,0.14178040212439944,6420
0.14174520511854052,0.0965566118121708,0.0071274704052473195,0.01682384148179847,0.00864507869475268,0.0031286732645712505,-0.07234598907854052,0.03572506384636972,0.007619622868382961,0.0008184507652473199,0.00943769290457125,0.0031803463754287494,0.14174520511854052,6480
0.14171001681105028,0.096529360293426,0.0071289171597656645,0.01681682783481809,0.008643631940234335,0.0031277501228061696,-0.07231080077105027,0.03571712705762426,0.007626112902610075,0.0008198975197656648,0.00943676976280617,0.0031812695171938303,0.14171001681105028,6540
0.14167483720380708,0.09650211512544742,0.007130363853379368,0.016809815990734684,0.008642185246620632,0.0031268275276249706,-0.07227562116380706,0.035709192618359656,0.007632600648260978,0.000821344213379368,0.00943584716762497,0.0031821921123750293,0.14167483720380708,6600
0.14163966629868885,0.09647487630986616,0.007131810485207481,0.01680280594994982,0.00864073861479252,0.003125905478872864,-0.07224045025868886,0.035701260528822686,0.007639086105969832,0.0008227908452074805,0.009434925118872865,0.003183114161127136,0.14163966629868885,6660
0.14160450409757253,0.09644764384831243,0.007133257054370344,0.016795797712864893,0.008639292045629656,0.0031249839763951973,-0.07220528805757252,0.03569333078926009,0.007645569276369565,0.0008242374143703435,0.009434003616395197,0.0031840356636048026,0.14160450409757253,6720
0.14156935060233516,0.0964204177424172,0.007134703559989687,0.016788791279880876,0.008637845540010312,0.0031240630200370803,-0.07217013456233518,0.03568540339991796,0.007652050160092356,0.0008256839199896869,0.009433082660037081,0.0031849566199629196,0.14156935060233516,6780
0.14153420581485304,0.09639319799380996,0.007136150001189678,0.016781786651399337,0.008636399098810322,0.0031231426096437146,-0.07213498977485303,0.035677478361043055,0.0076585287577672695,0.0008271303611896776,0.009432162249643715,0.0031858770303562853,0.14153420581485304,6840
