time,ecs,pcs
0.0,0.9999999999999912,0.9999999999999923
1.0,0.9999999999999922,0.9999999999999981
10.0,0.9999999999999902,0.9999999999999887
20.0,0.999999999999989,0.9999999999999902
30.0,0.9999999999999872,0.9999999999999908
40.0,0.999999999999986,0.9999999999999929
50.0,0.9999999999999838,0.9999999999999837
60.0,0.9999999999999826,0.999999999999984
70.0,0.9999999999999801,0.9999999999999769
80.0,0.9999999999999799,0.9999999999999885
90.0,0.9999999999999778,0.9999999999999801
100.0,0.9999999999999768,0.9999999999999803
101.0,0.818010793434283,0.8507914569352144
110.0,0.8127459120948107,0.8446370875289059
113.0,0.826775223000216,0.8584701503194552
115.0,0.8376419279365718,0.8670290114810562
117.0,0.8456259551513664,0.8730817424461152
119.0,0.8515662005629434,0.8771898465964835
120.0,0.8496302104494865,0.8730890177535363
121.0,0.8490546533979547,0.8724154475060292
130.0,0.8437542346549737,0.8662897871915972
140.0,0.8376255555998618,0.8592165234620751
150.0,0.8312548539935691,0.8519452201436214
160.0,0.8247319510196787,0.8444791340211849
170.0,0.8179434291014255,0.8368414687505661
180.0,0.8063997051463874,0.8185361927126419
190.0,0.799178186642623,0.8107166026067297
200.0,0.7918353175721474,0.8028785222744413
210.0,0.7844782466573693,0.7950439029744096
220.0,0.7771344637429957,0.7872202298236202
230.0,0.7697968323473016,0.7794040608332875
240.0,0.00145985401459854,0.0003829702200817293
250.0,0.00145985401459854,0.0003829702200817293
260.0,0.00145985401459854,0.0003829702200817293
270.0,0.00145985401459854,0.0003829702200817293
280.0,0.00145985401459854,0.0003829702200817293
290.0,0.00145985401459854,0.0003829702200817293
295.0,0.00145985401459854,0.0003829702200817293
297.0,0.00145985401459854,0.0003829702200817293
299.0,0.00145985401459854,0.0003829702200817293
300.0,0.00145985401459854,0.0003868151498881488
301.0,0.00145985401459854,0.0003868151498881488
309.0,0.00145985401459854,0.0003868151498881488
310.0,0.00145985401459854,0.0003868151498881488
320.0,0.00145985401459854,0.0003868151498881488
330.0,0.00145985401459854,0.0003868151498881488
340.0,0.00145985401459854,0.0003868151498881488
350.0,0.00145985401459854,0.0003868151498881488
353.0,0.00145985401459854,0.0003868151498881488
355.0,0.00145985401459854,0.0003868151498881488
357.0,0.00145985401459854,0.0003868151498881488
360.0,0.00145985401459854,0.00037571627718029896
369.0,0.00145985401459854,0.0003757162771803389
370.0,0.00145985401459854,0.00037571627718034097
380.0,0.00145985401459854,0.00037571627718038173
390.0,0.00145985401459854,0.00037571627718042174
400.0,0.00145985401459854,0.00037571627718046316
410.0,0.00145985401459854,0.0003757162771805051
411.0,0.00145985401459854,0.0003757162771805093
413.0,0.6585413169938895,0.603095518087024
415.0,0.6585413162983188,0.6030955174723851
419.0,0.6585413162983524,0.6030955174724154
420.0,0.6575638134299783,0.5794052408291427
421.0,0.6575638134299924,0.5794052408291545
423.0,0.6575638134300218,0.5794052408291832
430.0,0.6575638134301226,0.5794052408292697
433.0,0.9712700575670372,0.8607340450633472
440.0,0.9714336757470521,0.8609438274505837
450.0,0.9716657125533757,0.8612421767593388
460.0,0.9718949399667444,0.8615388267849148
470.0,0.9721210146151273,0.8618334885958199
480.0,0.9714624024516392,0.8307604324442619
490.0,0.9716097426092074,0.8310208403637356
500.0,0.9717563882567891,0.8312802512261915
510.0,0.9719021749179648,0.8315386403591386
520.0,0.9720470658274855,0.831796002084179
530.0,0.972191289515515,0.8320524014285798
540.0,0.9725862730812186,0.8099932217177035
547.0,0.9727031990023514,0.810204928078218
549.0,0.9724791339013786,0.8101939873207065
550.0,0.9724960170979948,0.8102244101429346
551.0,0.9725128874285507,0.8102548209288634
560.0,0.972664047219011,0.8105279457977689
570.0,0.972831073679851,0.8108302946753112
580.0,0.9729968574587967,0.8111313591762792
590.0,0.9731617528534047,0.8114312769112202
600.0,0.9740442230821507,0.8001306843031449
607.0,0.9742145318408277,0.8004205517661006
609.0,0.979634030678002,0.8024799398849467
610.0,0.9796582008184285,0.8025208780288855
611.0,0.9796823604346804,0.8025617999481267
620.0,0.9798982627176052,0.8029291035223249
630.0,0.9801325388862486,0.8033343411022361
640.0,0.9803643332323362,0.8037375738354415
650.0,0.9805943659622163,0.804139212509202
660.0,0.9809315229952199,0.7994749320311286
670.0,0.9811688156638008,0.7998893248327489
680.0,0.9814049461053413,0.8003020902545002
690.0,0.9816399215223987,0.8007132373428876
700.0,0.9818738808234774,0.8011227991471536
710.0,0.9821082542584858,0.8015310774304452
720.0,0.9821030543869461,0.80420763107102
730.0,0.9822978970045089,0.8045812798646403
731.0,0.9823169250807336,0.8046184844780971
733.0,0.9836253770060752,0.9437349861778872
735.0,0.9836061869211955,0.9437327334078727
740.0,0.9835584019695446,0.9437271987217343
750.0,0.9834634111192532,0.9437165043230598
760.0,0.983368833613143,0.943706236280033
770.0,0.9832747471681282,0.9436964020782934
780.0,0.9823782611879063,0.9412074842454127
790.0,0.9821961835583944,0.941095939838394
800.0,0.9820160374095688,0.9410136064898875
810.0,0.981834902892142,0.9409281405646827
820.0,0.9816520127409399,0.9408430766982895
830.0,0.9814679836563558,0.9407584528560295
831.0,0.9814496363881193,0.9407505213386098
833.0,0.9814131004768153,0.9407378587618557
835.0,0.9813766910842784,0.9407266731539685
840.0,0.9802465243795531,0.9385634784964122
845.0,0.980106473461439,0.938482765536887
850.0,0.9799665372293027,0.9384023163871594
860.0,0.9796847943811999,0.9382415121169881
870.0,0.9793991508341823,0.9380807650593275
880.0,0.9791140041025581,0.9379212271249734
890.0,0.9788303247318022,0.9377630605484737
