lon_UTM,lat_UTM,PGA,PGV,PGD
-10051482.101687843,4167279.0634099655,0.22488083683500001,22.238673140031743,21.53990186498813
-10051482.101687843,4165104.2753859987,0.23179097571375004,21.345988112495622,0.0
-10049700.989835152,4167279.0634099655,0.23107529896875,22.056232365807638,0.0
-10049700.989835152,4165104.2753859987,0.227850609165,21.179261572639202,0.0
-10047919.87798246,4167279.0634099655,0.22598023693125,21.859778904156183,0.0
-10047919.87798246,4165104.2753859987,0.22367061038499997,20.999561402927768,0.0
-10046138.766129766,4167279.0634099655,0.21932719400125003,21.65022651273654,0.0
-10046138.766129766,4165104.2753859987,0.20920089617125,20.807687721281486,18.319634051170475
-10044357.654277075,4167279.0634099655,0.21707715163,21.42851700575911,19.937220016011253
-10044357.654277075,4165104.2753859987,0.21032530334500002,20.60446750468445,18.550559174479382
-10042576.542424383,4167279.0634099655,0.21400991055625,21.19561058724405,19.307285380489844
-10042576.542424383,4165104.2753859987,0.21212208757999998,20.390746385738776,18.919573736742503
-10040795.430571688,4167279.0634099655,0.21379666155125002,20.952476615595348,19.26348936608798
-10040795.430571688,4165104.2753859987,0.20752621939625002,20.167380759985914,17.975697308504856
-10039014.318718998,4173805.982928689,0.22824214397250003,23.26577308566398,0.0
-10039014.318718998,4171629.9168448113,0.22267464695875,22.362244045975086,0.0
-10039014.318718998,4169454.2771174465,0.2123563556,21.5080882169327,0.0
-10039014.318718998,4167279.0634099655,0.21039620701624998,20.700084930582012,18.565121015962344
-10039014.318718998,4165104.2753859987,0.1970336486675,19.93523031545213,15.820785595087823
-10037233.206866305,4202133.794113195,0.33493951093249996,40.155002757568155,82.67217466907515
-10037233.206866305,4180336.742689733,0.23697179173499996,25.867004062177948,0.0
-10037233.206866305,4178159.3955138554,0.226762372955,24.832386834429094,21.92632234563313
-10037233.206866305,4175982.475705984,0.224883725635,23.85420745686301,21.54049515228813
-10037233.206866305,4173805.982928689,0.21723501994875,22.929005996881223,19.969642221974535
-10037233.206866305,4171629.9168448113,0.20993102017624998,22.05350333838267,18.469583268697345
-10037233.206866305,4169454.2771174465,0.2081958897925,21.22460451561987,18.113230866134696
-10037233.206866305,4167279.0634099655,0.19555340842875002,20.43939784747546,15.516781256054545
-10037233.206866305,4165104.2753859987,0.2012380798025,19.695151075792847,16.68427063943844
-10035452.095013613,4204315.864683537,0.3384148456175,40.737114138962305,85.44785690603251
-10035452.095013613,4202133.794113195,0.32294292329125,38.965907137800585,73.09073338699076
-10035452.095013613,4199952.154640159,0.316580418205,37.27495248306163,68.00912428997952
-10035452.095013613,4180336.742689733,0.23265564187249999,25.417748699426426,23.136652449564693
-10035452.095013613,4178159.3955138554,0.23371675715249998,24.421691932252244,23.35457900019469
-10035452.095013613,4175982.475705984,0.22299532448874998,23.47820688982498,21.15266476687703
-10035452.095013613,4173805.982928689,0.21558993720499997,22.58426164591779,19.631783353476877
-10035452.095013613,4171629.9168448113,0.209891038425,21.73695552993507,18.46137201653438
-10035452.095013613,4169454.2771174465,0.205092632835,20.93352801167689,17.475899468488137
-10035452.095013613,4167279.0634099655,0.1980289826675,20.171362896528937,16.025202315337822
-10035452.095013613,4165104.2753859987,0.19006819293249996,19.447989027831998,14.390255123512183
-10033670.98316092,4204315.864683537,0.32281200222625,39.44444479338544,72.9861692780626
-10033670.98316092,4202133.794113195,0.31078406335375,37.79496541306562,63.37968837718604
-10033670.98316092,4199952.154640159,0.29915530821624997,36.213933479637156,54.092027763547996
-10033670.98316092,4180336.742689733,0.22870447546999997,24.9622728615723,22.32518164965125
-10033670.98316092,4178159.3955138554,0.2182443007425,24.00450050961346,20.17692326499094
-10033670.98316092,4175982.475705984,0.20987906803999998,23.095564602853624,18.458913598715
-10033670.98316092,4173805.982928689,0.2119847414775,22.23283177217435,18.89136628094156
-10033670.98316092,4171629.9168448113,0.20100070861875,21.413756208091954,16.635520532575786
-10033670.98316092,4169454.2771174465,0.20376306862,20.6358929763431,17.202840217832502
-10033670.98316092,4167279.0634099655,0.1921078989875,19.89690636020476,14.809159754557816
-10033670.98316092,4165104.2753859987,0.18715969625249998,19.194574383992546,13.792922617857192
-10031889.871308228,4204315.864683537,0.32130297470499997,38.181079861277986,71.78093833904202
-10031889.871308228,4202133.794113195,0.31392093197875004,36.64593248824842,65.88504435330587
-10031889.871308228,4199952.154640159,0.29446786457374996,35.16880142589647,50.348257671020725
-10031889.871308228,4180336.742689733,0.22184136597249998,24.502273560329453,20.91567053660219
-10031889.871308228,4178159.3955138554,0.21718784058124999,23.58234084000075,19.95995275937422
-10031889.871308228,4175982.475705984,0.20857887653875,22.707655693505885,18.191886769145793
-10031889.871308228,4173805.982928689,0.21185954996,21.875953034795454,18.86565507303501
-10031889.871308228,4171629.9168448113,0.19964501158874998,21.08501732840696,8.178547127519765
