time_stamp,components,fail_perc
6000,W_PMA526,50
6000,W_PMA643,50
6000,W_PMA688,50
6000,W_PMA528,50
6000,W_PMA672,50
6000,W_PMA673,50
6000,W_PMA1000,50
6000,P_L56,50
6000,P_L351,50
6000,T_L172,50
6000,T_L30,50
6000,T_L31,50
